25/02/2019 12:04
Time (s), Time step (s),X dist,X duty,X freq,Y dist,Y freq, X accel, X decel, Y accel, Y decel
644249.100000,0.101000,0.000000,0.000000,0.000000,56.077778,1070.000000,10.000000,10.000000,100.000000,0.000000
647539.200000,0.100000,0.000000,0.000000,0.000000,56.059722,1170.000000,10.000000,10.000000,100.000000,0.000000
650829.500000,0.100000,0.000000,0.000000,0.000000,56.041667,1170.000000,10.000000,10.000000,100.000000,0.000000
654120.000000,0.100000,0.000000,0.000000,0.000000,56.025000,1270.000000,10.000000,10.000000,100.000000,0.000000
657410.700000,0.101000,0.000000,0.000000,0.000000,56.004167,1270.000000,10.000000,10.000000,100.000000,0.000000
660701.600000,0.099000,0.000000,0.000000,0.000000,55.984722,1370.000000,10.000000,10.000000,100.000000,0.000000
663992.700000,0.101000,0.000000,0.000000,0.000000,55.962500,1370.000000,10.000000,10.000000,100.000000,0.000000
667284.000000,0.099000,0.000000,0.000000,0.000000,55.941667,1470.000000,10.000000,10.000000,100.000000,0.000000
670575.500000,0.101000,0.000000,0.000000,0.000000,55.919444,1470.000000,10.000000,10.000000,100.000000,0.000000
673867.406000,0.100000,0.000000,0.000000,0.000000,55.897222,1570.000000,10.000000,10.000000,100.000000,0.000000
677159.100000,0.101000,0.000000,0.000000,0.000000,55.872222,1570.000000,10.000000,10.000000,100.000000,0.000000
680451.200000,0.099000,0.000000,0.000000,0.000000,55.848611,1670.000000,10.000000,10.000000,100.000000,0.000000
683743.500000,0.101000,0.000000,0.000000,0.000000,55.820833,1670.000000,10.000000,10.000000,100.000000,0.000000
687036.210000,0.099000,0.000000,0.000000,0.000000,55.795833,1770.000000,10.000000,10.000000,100.000000,0.000000
690328.911000,0.101000,0.000000,0.000000,0.000000,55.768056,1770.000000,10.000000,10.000000,100.000000,0.000000
693621.812000,0.100000,0.000000,0.000000,0.000000,55.741667,1870.000000,10.000000,10.000000,100.000000,0.000000
696914.700000,0.101000,0.000000,0.000000,0.000000,55.712500,1870.000000,10.000000,10.000000,100.000000,0.000000
700208.000000,0.099000,0.000000,0.000000,0.000000,55.681944,1970.000000,10.000000,10.000000,100.000000,0.000000
703501.500000,0.100000,0.000000,0.000000,0.000000,55.651389,1970.000000,10.000000,10.000000,100.000000,100.000000
706795.200000,0.101000,0.000000,0.000000,0.000000,55.620833,2070.000000,10.000000,10.000000,100.000000,100.000000
710089.100000,0.099000,0.000000,0.000000,0.000000,55.590278,2070.000000,10.000000,10.000000,100.000000,100.000000
713383.200000,0.101000,0.000000,0.000000,0.000000,55.556944,2170.000000,10.000000,10.000000,100.000000,100.000000
716677.500000,0.100000,0.000000,0.000000,0.000000,55.522222,2170.000000,10.000000,10.000000,100.000000,100.000000
719972.000000,0.100000,0.000000,0.000000,0.000000,55.488889,2270.000000,10.000000,10.000000,100.000000,100.000000
723266.921000,0.100000,0.000000,0.000000,0.000000,55.452778,2270.000000,10.000000,10.000000,100.000000,100.000000
726561.600000,0.101000,0.000000,0.000000,0.000000,55.418056,2370.000000,10.000000,10.000000,100.000000,100.000000
729856.700000,0.100000,0.000000,0.000000,0.000000,55.380556,2370.000000,10.000000,10.000000,100.000000,100.000000
733152.000000,0.099000,0.000000,0.000000,0.000000,55.343056,2470.000000,10.000000,10.000000,100.000000,100.000000
736447.500000,0.101000,0.000000,0.000000,0.000000,55.304167,2470.000000,10.000000,10.000000,100.000000,100.000000
739743.200000,0.100000,0.000000,0.000000,0.000000,55.266667,2570.000000,10.000000,10.000000,100.000000,100.000000
743039.100000,0.100000,0.000000,0.000000,0.000000,55.225000,2570.000000,10.000000,10.000000,100.000000,100.000000
746335.200000,0.101000,0.000000,0.000000,0.000000,55.184722,2670.000000,10.000000,10.000000,100.000000,100.000000
749631.500000,0.099000,0.000000,0.000000,0.000000,55.143056,2670.000000,10.000000,10.000000,100.000000,100.000000
752928.000000,0.101000,0.000000,0.000000,0.000000,55.102778,2770.000000,10.000000,10.000000,100.000000,100.000000
756224.700000,0.099000,0.000000,0.000000,0.000000,55.059722,2770.000000,10.000000,10.000000,100.000000,100.000000
759521.600000,0.101000,0.000000,0.000000,0.000000,55.013889,2870.000000,10.000000,10.000000,100.000000,100.000000
762818.700000,0.100000,0.000000,0.000000,0.000000,54.970833,2870.000000,10.000000,10.000000,100.000000,100.000000
766116.234000,0.100000,0.000000,0.000000,0.000000,54.925000,2970.000000,10.000000,10.000000,100.000000,100.000000
769413.500000,0.101000,0.000000,0.000000,0.000000,54.879167,2970.000000,10.000000,10.000000,100.000000,100.000000
772711.436000,0.099000,0.000000,0.000000,0.000000,54.831944,3070.000000,10.000000,10.000000,100.000000,100.000000
776009.100000,0.101000,0.000000,0.000000,0.000000,54.783333,3070.000000,10.000000,10.000000,100.000000,100.000000
779307.200000,0.100000,0.000000,0.000000,0.000000,54.734722,3170.000000,10.000000,10.000000,100.000000,100.000000
782605.500000,0.100000,0.000000,0.000000,0.000000,54.686111,3170.000000,10.000000,10.000000,100.000000,100.000000
785904.000000,0.100000,0.000000,0.000000,0.000000,54.637500,3270.000000,10.000000,10.000000,100.000000,100.000000
