Time (ms),X dist,X duty,X freq,Y dist,Y freq, X accel, X decel, Y accel, Y decel,,Test Time,25/02/2019
495173604,0,0,0,-174.577778,40000,10,10,1000,1000,,,
496386198,0,0,0,-175.576389,40000,10,10,1000,1000,,,
497599110,0,0,0,-176.575,40000,10,10,1000,1000,,,
498812340,0,0,0,-177.566667,40000,10,10,1000,1000,,,
500025888,0,0,0,-178.561111,40000,10,10,1000,1000,,,
501239754,0,0,0,-179.556944,40000,10,10,1000,1000,,,
502454377,0,0,0,-180.556944,40000,10,10,1000,1000,,,
503669320,0,0,0,-181.554167,40000,10,10,1000,1000,,,
504884583,0,0,0,-182.555556,40000,10,10,1000,1000,,,
506100166,0,0,0,-183.555556,40000,10,10,1000,1000,,,
507316069,0,0,0,-184.555556,40000,10,10,1000,1000,,,
508532736,0,0,0,-185.555556,40000,10,10,1000,1000,,,
509749280,0,0,0,-186.5625,40000,10,10,1000,1000,,,
510966144,0,0,0,-187.5625,40000,10,10,1000,1000,,,
512183775,0,0,0,-188.563889,40000,10,10,1000,1000,,,
513401728,0,0,0,-189.575,40000,10,10,1000,1000,,,
514620452,0,0,0,-190.579167,40000,10,10,1000,1000,,,
515839050,0,0,0,-191.591667,40000,10,10,1000,1000,,,
517058421,0,0,0,-192.602778,40000,10,10,1000,1000,,,
518278568,0,0,0,-193.618056,40000,10,10,1000,1000,,,
519498588,0,0,0,-194.631944,40000,10,10,1000,1000,,,
520718478,0,0,0,-195.644444,40000,10,10,1000,1000,,,
521939600,0,0,0,-196.652778,40000,10,10,1000,1000,,,
523160592,0,0,0,-197.672222,40000,10,10,1000,1000,,,
524381908,0,0,0,-198.686111,40000,10,10,1000,1000,,,
525603548,0,0,0,-199.698611,40000,10,10,1000,1000,,,
526825512,0,0,0,-200.7125,40000,10,10,1000,1000,,,
528047800,0,0,0,-201.725,40000,10,10,1000,1000,,,
529270873,0,0,0,-202.740278,40000,10,10,1000,1000,,,
530494734,0,0,0,-203.7625,40000,10,10,1000,1000,,,
531717997,0,0,0,-204.781944,40000,10,10,1000,1000,,,
532942512,0,0,0,-205.806944,40000,10,10,1000,1000,,,
534166890,0,0,0,-206.825,40000,10,10,1000,1000,,,
535391594,0,0,0,-207.843056,40000,10,10,1000,1000,,,
536617091,0,0,0,-208.863889,40000,10,10,1000,1000,,,
537842916,0,0,0,-209.891667,40000,10,10,1000,1000,,,
539069069,0,0,0,-210.9125,40000,10,10,1000,1000,,,
540295550,0,0,0,-211.941667,40000,10,10,1000,1000,,,
541522359,0,0,0,-212.963889,40000,10,10,1000,1000,,,
542749968,0,0,0,-213.997222,40000,10,10,1000,1000,,,
543977907,0,0,0,-215.026389,40000,10,10,1000,1000,,,
545206176,0,0,0,-216.059722,40000,10,10,1000,1000,,,
546435250,0,0,0,-217.090278,40000,10,10,1000,1000,,,
547664180,0,0,0,-218.126389,40000,10,10,1000,1000,,,
548893440,0,0,0,-219.161111,40000,10,10,1000,1000,,,
550123030,0,0,0,-220.190278,40000,10,10,1000,1000,,,
551353429,0,0,0,-221.226389,40000,10,10,1000,1000,,,
552584160,0,0,0,-222.265278,40000,10,10,1000,1000,,,
553815223,0,0,0,-223.302778,40000,10,10,1000,1000,,,
555046618,0,0,0,-224.343056,40000,10,10,1000,1000,,,
556278345,0,0,0,-225.376389,40000,10,10,1000,1000,,,
557510888,0,0,0,-226.416667,40000,10,10,1000,1000,,,
558743280,0,0,0,-227.459722,40000,10,10,1000,1000,,,
559976490,0,0,0,-228.501389,40000,10,10,1000,1000,,,
561210034,0,0,0,-229.545833,40000,10,10,1000,1000,,,
562443424,0,0,0,-230.588889,40000,10,10,1000,1000,,,
563677635,0,0,0,-231.627778,40000,10,10,1000,1000,,,
564912180,0,0,0,-232.672222,40000,10,10,1000,1000,,,
566147059,0,0,0,-233.713889,40000,10,10,1000,1000,,,
567382272,0,0,0,-234.759722,40000,10,10,1000,1000,,,
568617819,0,0,0,-235.802778,40000,10,10,1000,1000,,,
569854688,0,0,0,-236.854167,40000,10,10,1000,1000,,,
571090905,0,0,0,-237.902778,40000,10,10,1000,1000,,,
572327952,0,0,0,-238.951389,40000,10,10,1000,1000,,,
573565832,0,0,0,-240.004167,40000,10,10,1000,1000,,,
574803054,0,0,0,-241.055556,40000,10,10,1000,1000,,,
576041109,0,0,0,-242.102778,40000,10,10,1000,1000,,,
577279500,0,0,0,-243.156944,40000,10,10,1000,1000,,,
578518227,0,0,0,-244.205556,40000,10,10,1000,1000,,,
579757290,0,0,0,-245.252778,40000,10,10,1000,1000,,,
580997192,0,0,0,-246.309722,40000,10,10,1000,1000,,,
582237936,0,0,0,-247.365278,40000,10,10,1000,1000,,,
583478010,0,0,0,-248.425,40000,10,10,1000,1000,,,
584718926,0,0,0,-249.480556,40000,10,10,1000,1000,,,
585960180,0,0,0,-250.533333,40000,10,10,1000,1000,,,
587201772,0,0,0,-251.593056,40000,10,10,1000,1000,,,
588443702,0,0,0,-252.647222,40000,10,10,1000,1000,,,
589685970,0,0,0,-253.702778,40000,10,10,1000,1000,,,
590928576,0,0,0,-254.354167,40000,10,10,1000,1000,,,
592172032,0,0,0,-254.354167,40000,10,10,1000,1000,,,
593416854,0,0,0,-254.354167,0,10,10,1000,1000,,,
