Time (ms),X dist,X duty,X freq,Y dist,Y freq, X accel, X decel, Y accel, Y decel
91266804,0,0,0,0.001389,0,0,0,0,0
91863204,0,0,0,0,0,0,0,0,0
92459840,0,0,0,0,0,0,0,0,0
93056712,0,0,0,0,0,0,0,0,0
93653820,0,0,0,0.001389,0,0,0,0,0
94251164,0,0,0,0.001389,0,0,0,0,0
94848908,0,0,0,0.002778,0,0,0,0,0
95446725,0,0,0,0.002778,0,0,0,0,0
96044944,0,0,0,0.001389,0,0,0,0,0
96643401,0,0,0,0,0,0,0,0,0
97242096,0,0,0,0,0,0,0,0,0
97841198,0,0,0,0,0,0,0,0,0
98440370,0,0,0,0.001389,0,0,0,0,0
99039780,0,0,0,0.001389,0,0,0,0,0
99639428,0,0,0,0.002778,0,0,0,0,0
100239314,0,0,0,0.002778,0,0,0,0,0
100839612,0,0,0,0.001389,0,0,0,0,0
101439975,0,0,0,0,0,0,0,0,0
102040752,0,0,0,0,0,0,0,0,0
102641946,0,0,0,0,0,0,0,0,0
103243026,0,0,0,0.001389,0,0,0,0,0
103844523,0,0,0,0.001389,0,0,0,0,0
104446620,0,0,0,0.002778,0,0,0,0,0
105048599,0,0,0,0.002778,0,0,0,0,0
105650818,0,0,0,0.001389,0,0,0,0,0
106253643,0,0,0,0,0,0,0,0,0
106856344,0,0,0,0,0,0,0,0,0
107459470,0,0,0,0,0,0,0,0,0
108062838,0,0,0,0,0,0,0,0,0
108666448,0,0,0,0.001389,0,0,0,0,0
109270300,0,0,0,0.002778,0,0,0,0,0
109874394,0,0,0,0.002778,0,0,0,0,0
110478730,0,0,0,0.001389,0,0,0,0,0
111083499,0,0,0,0,0,0,0,0,0
111688320,0,0,0,0,0,0,0,0,0
112293769,0,0,0,0,0,0,0,0,0
112899076,0,0,0,0.001389,0,0,0,0,0
113504820,0,0,0,0.001389,0,0,0,0,0
114110808,0,0,0,0.002778,0,0,0,0,0
114717040,0,0,0,0.002778,0,0,0,0,0
115323516,0,0,0,0.001389,0,0,0,0,0
115930236,0,0,0,0,0,0,0,0,0
116537200,0,0,0,0,0,0,0,0,0
117144408,0,0,0,0,0,0,0,0,0
117752062,0,0,0,0.001389,0,0,0,0,0
118359962,0,0,0,0.001389,0,0,0,0,0
118968108,0,0,0,0.002778,0,0,0,0,0
119576500,0,0,0,0.002778,0,0,0,0,0
120185138,0,0,0,0.001389,0,0,0,0,0
120794022,0,0,0,0,0,0,0,0,0
121403152,0,0,0,0,0,0,0,0,0
122012528,0,0,0,0,0,0,0,0,0
122622360,0,0,0,0.001389,0,0,0,0,0
123232440,0,0,0,0.001389,0,0,0,0,0
123842556,0,0,0,0.002778,0,0,0,0,0
124453131,0,0,0,0.002778,0,0,0,0,0
125064168,0,0,0,0.001389,0,0,0,0,0
125675025,0,0,0,0.001389,0,0,0,0,0
126286344,0,0,0,0,0,0,0,0,0
126897911,0,0,0,-0.001389,0,0,0,0,0
127509944,0,0,0,-0.002778,0,0,0,0,0
128122227,0,0,0,-0.001389,0,0,0,0,0
128734540,0,0,0,-0.001389,0,0,0,0,0
129347543,0,0,0,0,0,0,0,1000,0
129960354,0,0,0,0.001389,0,0,0,1000,0
130573636,0,0,0,0.001389,0,0,0,1000,0
131187168,0,0,0,0.002778,0,0,0,1000,0
131800950,0,0,0,0.002778,0,0,0,1000,0
132414982,0,0,0,0.001389,0,0,0,1000,0
133029718,0,0,0,0.001389,0,0,0,1000,0
133644252,0,0,0,0,0,0,0,1000,0
134259036,0,0,0,-0.001389,0,0,0,1000,0
134874300,0,0,0,-0.002778,0,0,0,1000,0
135490047,0,0,0,-0.001389,0,0,0,1000,0
136105584,0,0,0,-0.001389,0,0,0,1000,0
136721604,0,0,0,0,0,0,0,1000,0
137337876,0,0,0,0.001389,0,0,0,1000,0
137954870,0,0,0,0.002778,0,0,0,1000,0
138571648,0,0,0,0.002778,0,0,0,1000,0
139188678,0,0,0,0.002778,0,0,0,1000,0
139806436,0,0,0,0.002778,0,0,0,1000,0
140423972,0,0,0,0.001389,0,0,0,1000,0
141042000,0,0,0,0,0,0,0,1000,0
141660282,0,0,0,-0.001389,0,0,0,1000,0
142278818,0,0,0,-0.001389,0,0,0,1000,0
142897608,0,0,0,-0.001389,0,0,0,1000,0
143516896,0,0,0,-0.001389,0,0,0,1000,0
144136440,0,0,0,0,0,0,0,1000,0
144755994,0,0,0,0.001389,0,0,0,1000,0
145376296,0,0,0,0.002778,0,0,0,1000,1000
145996360,0,0,0,0.002778,0,0,0,1000,1000
146616927,0,0,0,0.002778,0,0,0,1000,1000
147237750,0,0,0,0.002778,0,0,0,1000,1000
147859080,0,0,0,0.001389,0,0,0,1000,1000
148480416,0,0,0,0,0,0,0,1000,1000
149102008,0,0,0,-0.001389,0,0,0,1000,1000
149724110,0,0,0,-0.001389,0,0,0,1000,1000
150346470,0,0,0,-0.001389,0,0,0,1000,1000
150969088,0,0,0,-0.001389,0,0,0,1000,1000
151592221,0,0,0,0,0,10,0,1000,1000
152215098,0,0,0,0.001389,0,10,0,1000,1000
152838749,0,0,0,0.002778,0,10,0,1000,1000
153462660,0,0,0,0.002778,0,10,0,1000,1000
154086570,0,0,0,0.002778,0,10,0,1000,1000
154710738,0,0,0,0.002778,0,10,0,1000,1000
155335690,0,0,0,0.001389,0,10,0,1000,1000
155960376,0,0,0,0,0,10,0,1000,1000
156585850,0,0,0,-0.001389,0,10,0,1000,1000
157211320,0,0,0,-0.001389,0,10,0,1000,1000
157837050,0,0,0,-0.001389,0,10,0,1000,1000
158463308,0,0,0,-0.001389,0,10,0,1000,1000
159090097,0,0,0,0,0,10,0,1000,1000
159716610,0,0,0,0.001389,0,10,0,1000,1000
160343383,0,0,0,0.002778,0,10,0,1000,1000
160970688,0,0,0,0.002778,0,10,0,1000,1000
161598255,0,0,0,0.002778,0,10,0,1000,1000
162226358,0,0,0,0.002778,0,10,0,1000,1000
162854450,0,0,0,0.001389,0,10,10,1000,1000
163483080,0,0,0,0,0,10,10,1000,1000
164111974,0,0,0,-0.001389,0,10,10,1000,1000
164740854,0,0,0,-0.002778,0,10,10,1000,1000
165370275,0,0,0,-0.001389,0,10,10,1000,1000
165999960,0,0,0,-0.001389,0,10,10,1000,1000
166629909,0,0,0,0,0,10,10,1000,1000
167260122,0,0,0,0.001389,0,10,10,1000,1000
167890599,0,0,0,0.002778,0,10,10,1000,1000
168521624,0,0,0,0.002778,0,10,10,1000,1000
169153200,0,0,0,0.002778,0,10,10,1000,1000
169784472,0,0,0,0.001389,0,10,10,1000,1000
170416008,0,0,0,0.001389,0,10,10,1000,1000
171048096,0,0,0,0,0,10,10,1000,1000
171680739,0,0,0,-0.001389,0,10,10,1000,1000
172313070,0,0,0,-0.002778,0,10,10,1000,1000
172945956,0,0,0,-0.001389,0,10,10,1000,1000
173579108,0,0,0,-0.001389,0,10,10,1000,1000
174212819,0,0,0,0,0,10,10,1000,1000
174846798,0,0,0,0.001389,0,10,10,1000,1000
175481045,0,0,0,0.002778,0,10,10,1000,1000
176115560,0,0,0,0.002778,0,10,10,1000,1000
176750640,0,0,0,0.002778,0,10,10,1000,1000
177385692,0,0,0,0.001389,0,10,10,1000,1000
178021012,0,0,0,0.001389,0,10,10,1000,1000
178656900,0,0,0,0,0,10,10,1000,1000
179293058,0,0,0,-0.001389,0,10,10,1000,1000
179929184,0,0,0,-0.002778,0,10,10,1000,1000
180566184,0,0,0,-0.002778,0,10,10,1000,1000
181202848,0,0,0,-0.001389,0,10,10,1000,1000
181840085,0,0,0,0,0,10,10,1000,1000
182477592,0,0,0,0.001389,0,10,10,1000,1000
183115369,0,0,0,0.001389,0,10,10,1000,1000
183753416,0,0,0,0.002778,0,10,10,1000,1000
184391733,0,0,0,0.002778,0,10,10,1000,1000
185030940,0,0,0,0.001389,0,10,10,1000,1000
185669799,0,0,0,0,0,10,10,1000,1000
186309240,0,0,0,0,0,10,10,1000,1000
186948953,0,0,0,0,0,10,10,1000,1000
187588938,0,0,0,0.001389,0,10,10,1000,1000
188229195,0,0,0,0.001389,0,10,10,1000,1000
188869724,0,0,0,0.002778,0,10,10,1000,1000
189511159,0,0,0,0.002778,0,10,10,1000,1000
190152234,0,0,0,0.001389,0,10,10,1000,1000
190793900,0,0,0,0,0,10,10,1000,1000
191435840,0,0,0,0,0,10,10,1000,1000
192078375,0,0,0,0,0,10,10,1000,1000
192721186,0,0,0,0,0,10,10,1000,1000
193364273,0,0,0,0.001389,0,10,10,1000,1000
194007312,0,0,0,0.002778,0,10,10,1000,1000
194650625,0,0,0,0.002778,0,10,10,1000,1000
195294538,0,0,0,0.001389,0,10,10,1000,1000
195938727,0,0,0,0,0,10,10,1000,1000
196583192,0,0,0,0,0,10,10,1000,1000
197227933,0,0,0,0,0,10,10,1000,1000
197872950,0,0,0,0.001389,0,10,10,1000,1000
198518243,0,0,0,0.001389,0,10,10,1000,1000
199163812,0,0,0,0.002778,0,10,10,1000,1000
199810323,0,0,0,0.002778,0,10,10,1000,1000
200456446,0,0,0,0.001389,0,10,10,1000,1000
201102845,0,0,0,0,0,10,10,1000,1000
201749856,0,0,0,0,0,10,10,1000,1000
202397482,0,0,0,0,0,10,10,1000,1000
203045050,0,0,0,0.001389,0,10,10,1000,1000
203693574,0,0,0,0.001389,0,10,10,1000,1000
204341700,0,0,0,0.002778,0,10,10,1000,1000
204990104,0,0,0,0.002778,0,10,10,1000,1000
205639128,0,0,0,0.001389,0,10,10,1000,1000
206289118,0,0,0,0,0,10,10,1000,1000
206939048,0,0,0,-0.001389,0,10,10,1000,1000
207588915,0,0,0,0,0,10,10,1000,1000
208239408,0,0,0,0,0,10,10,1000,1000
208890183,0,0,0,0.001389,0,10,10,1000,1000
209541240,0,0,0,0.002778,1000,10,10,1000,1000
210192928,0,0,0,-0.018056,1000,10,10,1000,1000
210844200,0,0,0,-0.040278,2000,10,10,1000,1000
211496103,0,0,0,0.002778,2000,10,10,1000,1000
212148288,0,0,0,0.044444,3000,10,10,1000,1000
212800755,0,0,0,-0.016667,3000,10,10,1000,1000
213453504,0,0,0,-0.083333,4000,10,10,1000,1000
214106535,0,0,0,0.002778,4000,10,10,1000,1000
214759848,0,0,0,0.090278,5000,10,10,1000,1000
215414157,0,0,0,-0.016667,5000,10,10,1000,1000
216068036,0,0,0,-0.127778,6000,10,10,1000,1000
216722915,0,0,0,0.002778,6000,10,10,1000,1000
217377720,0,0,0,0.133333,7000,10,10,1000,1000
218032809,0,0,0,-0.018056,7000,10,10,1000,1000
218688544,0,0,0,-0.173611,8000,10,10,1000,1000
219344565,0,0,0,0.004167,8000,10,10,1000,1000
220000872,0,0,0,0.180556,9000,10,10,1000,1000
220657465,0,0,0,-0.016667,9000,10,10,1000,1000
221314710,0,0,0,-0.215278,10000,10,10,1000,1000
221971509,0,0,0,0.005556,10000,10,10,1000,1000
222628960,0,0,0,0.222222,10000,10,10,1000,1000
223286697,0,0,0,0.001389,10000,10,10,1000,1000
223944720,0,0,0,-0.215278,10000,10,10,1000,1000
224603029,0,0,0,-0.440278,10000,10,10,1000,1000
225262368,0,0,0,-0.666667,10000,10,10,1000,1000
225921251,0,0,0,-0.445833,10000,10,10,1000,1000
226581168,0,0,0,-0.219444,10000,10,10,1000,1000
227241000,0,0,0,0.002778,10000,10,10,1000,1000
227901120,0,0,0,0.231944,10000,10,10,1000,1000
228561528,0,0,0,0.0125,10000,10,10,1000,1000
229222224,0,0,0,-0.215278,10000,10,10,1000,1000
229883587,0,0,0,-0.434722,10000,10,10,1000,1000
230545240,0,0,0,-0.666667,10000,10,10,1000,1000
231207183,0,0,0,-0.445833,10000,10,10,1000,1000
231869416,0,0,0,-0.218056,10000,10,10,1000,1000
232531939,0,0,0,0.011111,10000,10,10,1000,1000
233195136,0,0,0,0.231944,10000,10,10,1000,1000
233858240,0,0,0,0.013889,10000,10,10,1000,1000
234521634,0,0,0,-0.216667,10000,10,10,1000,1000
235185318,0,0,0,-0.440278,10000,10,10,1000,1000
235850068,0,0,0,-0.665278,10000,10,10,1000,1000
236514334,0,0,0,-0.445833,10000,10,10,1000,1000
237179280,0,0,0,-0.218056,10000,10,10,1000,1000
237844518,0,0,0,0.0125,10000,10,10,1000,1000
238510048,0,0,0,0.2375,10000,10,10,1000,1000
239175870,0,0,0,0.011111,10000,10,10,1000,1000
239842772,0,0,0,-0.213889,10000,10,10,1000,1000
240509180,0,0,0,-0.444444,10000,10,10,1000,1000
241177464,0,0,0,-0.676389,10000,10,10,1000,1000
241844460,0,0,0,-0.445833,10000,10,10,1000,1000
242512146,0,0,0,-0.220833,10000,10,10,1000,1000
243180126,0,0,0,0.009722,10000,10,10,1000,1000
243848400,0,0,0,0.236111,10000,10,10,1000,1000
244516968,0,0,0,0.0125,10000,10,10,1000,1000
245186634,0,0,0,-0.215278,10000,10,10,1000,1000
245855792,0,0,0,-0.445833,10000,10,10,1000,1000
246525648,0,0,0,-0.677778,10000,10,10,1000,1000
247195800,0,0,0,-0.455556,10000,10,10,1000,1000
247866248,0,0,0,-0.222222,10000,10,10,1000,1000
248536992,0,0,0,0.011111,10000,10,10,1000,1000
249208032,0,0,0,0.241667,10000,10,10,1000,1000
249879368,0,0,0,0.011111,10000,10,10,1000,1000
250551410,0,0,0,-0.216667,10000,10,10,1000,1000
251223750,0,0,0,-0.447222,10000,10,10,1000,1000
251895976,0,0,0,-0.683333,10000,10,10,1000,1000
252568911,0,0,0,-0.456944,10000,10,10,1000,1000
253242144,0,0,0,-0.225,10000,10,10,1000,1000
253916090,0,0,0,0.011111,10000,10,10,1000,1000
254589920,0,0,0,0.240278,10000,10,10,1000,1000
