Time (ms),X dist,X duty,X freq,Y dist,Y freq, X accel, X decel, Y accel, Y decel
38588436,0,0,0,0.002778,0,0,0,0,0
39163365,0,0,0,0.002778,0,0,0,0,0
39738580,0,0,0,0.001389,0,0,0,0,0
40313942,0,0,0,0,0,0,0,0,0
40889520,0,0,0,0,0,0,0,0,0
41465387,0,0,0,0,0,0,0,0,0
42041398,0,0,0,0,0,0,0,0,0
42617700,0,0,0,0.001389,0,0,0,0,0
43194220,0,0,0,0.002778,0,0,0,0,0
43770958,0,0,0,0.002778,0,0,0,0,0
44347992,0,0,0,0.001389,0,0,0,0,0
44925088,0,0,0,0,0,0,0,0,0
45502480,0,0,0,0,0,0,0,0,0
46080090,0,0,0,0,0,0,0,0,0
46657918,0,0,0,0.001389,0,0,0,0,0
47236047,0,0,0,0.001389,0,0,0,0,0
47814312,0,0,0,0.002778,0,0,0,0,0
48392795,0,0,0,0.002778,0,0,0,0,0
48971582,0,0,0,0.001389,0,0,0,0,0
49550502,0,0,0,0,0,0,0,0,0
50129728,0,0,0,0,0,0,0,0,0
50709263,0,0,0,0,0,0,0,0,0
51288930,0,0,0,0.001389,0,0,0,0,0
51868908,0,0,0,0.001389,0,0,0,0,0
52449016,0,0,0,0.002778,0,0,0,0,0
53029437,0,0,0,0.002778,0,0,0,0,0
53610080,0,0,0,0.001389,0,0,0,0,0
54190945,0,0,0,0.001389,0,0,0,0,0
54772032,0,0,0,0,0,0,0,0,0
55353244,0,0,0,-0.001389,0,0,0,0,0
55934774,0,0,0,-0.001389,0,0,0,0,0
56516526,0,0,0,-0.001389,0,0,0,0,0
57098600,0,0,0,-0.001389,0,0,0,0,0
57680797,0,0,0,0,0,0,0,0,0
58263318,0,0,0,0,0,0,0,0,0
58846063,0,0,0,0.001389,0,0,0,0,0
59429032,0,0,0,0.002778,0,0,0,0,0
60012225,0,0,0,0.002778,0,0,0,0,0
60595642,0,0,0,0.001389,0,0,0,0,0
61179283,0,0,0,0,0,0,0,0,0
61763256,0,0,0,0,0,0,0,0,0
62347455,0,0,0,0,0,0,0,0,0
62931770,0,0,0,0.001389,0,0,0,0,0
63516309,0,0,0,0.001389,0,0,0,0,0
64101184,0,0,0,0.002778,0,0,0,0,0
64686172,0,0,0,0.002778,0,0,0,0,0
65271498,0,0,0,0.001389,0,0,0,0,0
65857050,0,0,0,0,0,0,0,0,0
66442828,0,0,0,0,0,0,0,0,0
67028949,0,0,0,0,0,0,0,0,0
67615180,0,0,0,0.001389,0,0,0,0,0
68201756,0,0,0,0.001389,0,0,0,0,0
68788440,0,0,0,0.002778,0,0,0,0,0
69375471,0,0,0,0.002778,0,0,0,0,0
69962730,0,0,0,0.001389,0,0,0,0,0
70550217,0,0,0,0.001389,0,0,0,0,0
71137932,0,0,0,0,0,0,0,0,0
71725875,0,0,0,-0.001389,0,0,0,0,0
72314046,0,0,0,-0.001389,0,0,0,0,0
72902572,0,0,0,-0.001389,0,0,0,0,0
73491200,0,0,0,-0.001389,0,0,0,0,0
74080185,0,0,0,0,0,0,0,0,0
74669270,0,0,0,0.001389,0,0,0,0,0
75258714,0,0,0,0.001389,0,0,0,0,0
75848388,0,0,0,0.002778,0,0,0,0,0
76438292,0,0,0,0.002778,0,0,0,0,0
77028426,0,0,0,0.001389,0,0,0,0,0
77618790,0,0,0,0,0,0,0,0,0
78209520,0,0,0,0,0,0,0,0,0
78800345,0,0,0,0,0,0,0,0,0
79391538,0,0,0,0.001389,0,0,0,0,0
79983102,0,0,0,0.001389,0,0,0,0,0
80574620,0,0,0,0.002778,0,0,0,0,0
81166509,0,0,0,0.002778,0,0,0,0,0
81758630,0,0,0,0.001389,0,0,0,0,0
82350983,0,0,0,0,0,0,0,0,0
82943856,0,0,0,0,0,0,0,0,0
83536675,0,0,0,0,0,0,0,0,0
84130018,0,0,0,0,0,0,0,0,0
84723303,0,0,0,0.001389,0,0,0,0,0
85316968,0,0,0,0.002778,0,0,0,0,0
85910718,0,0,0,0.002778,0,0,0,0,0
86504850,0,0,0,0.001389,0,0,0,0,0
87099216,0,0,0,0,0,0,0,0,0
87693816,0,0,0,0,0,0,0,0,0
88288650,0,0,0,0,0,0,0,0,0
88883872,0,0,0,0.001389,0,0,0,0,0
89479175,0,0,0,0.001389,0,0,0,0,0
90074868,0,0,0,0.002778,0,0,0,0,0
90670640,0,0,0,0.002778,0,0,0,0,0
