Time (ms),dT (s),X dist,X duty,X freq,Y dist,Y velocity,Y acc,Y freq, X accel, X decel, Y accel, Y decel,,25/02/2019 11:24,,,,,,,,,
286103808,1151.763,0,0,0,-24.540278,-0.000365382,1.12039E-09,20000,10,10,1000,1000,,,,,,,,,,,
287255839,1152.031,0,0,0,-24.956944,-0.00036168,3.21429E-09,20000,10,10,1000,1000,,,,,,,,,,,
288408654,1152.815,0,0,0,-25.377778,-0.000365049,-2.92287E-09,20000,10,10,1000,1000,,,,,,,,,,,
289561223,1152.569,0,0,0,-25.802778,-0.000368741,-3.20367E-09,20000,10,10,1000,1000,,,,,,,,,,,
290714320,1153.097,0,0,0,-26.225,-0.000366163,2.23573E-09,20000,10,10,1000,1000,,,,,,,,,,,
291867687,1153.367,0,0,0,-26.643056,-0.000362466,3.20605E-09,20000,10,10,1000,1000,,,,,,,,,,,
293021586,1153.899,0,0,0,-27.065278,-0.000365909,-2.98402E-09,20000,10,10,1000,1000,,,,,,,,,,,
294175757,1154.171,0,0,0,-27.493056,-0.000370637,-4.09611E-09,20000,10,10,1000,1000,,,,,,,,,,,
295330464,1154.707,0,0,0,-27.919444,-0.000369261,1.19148E-09,20000,10,10,1000,1000,,,,,,,,,,,
296484915,1154.451,0,0,0,-28.343056,-0.000366938,2.01197E-09,20000,10,10,1000,1000,,,,,,,,,,,
297639902,1154.987,0,0,0,-28.768056,-0.00036797,-8.93048E-10,21000,10,10,1000,1000,,,,,,,,,,,
298795428,1155.526,0,0,0,-29.2125,-0.000384625,-1.44136E-08,21000,10,10,1000,1000,,,,,,,,,,,
299950692,1155.264,0,0,0,-29.6625,-0.000389521,-4.23844E-09,22000,10,10,1000,1000,,,,,,,,,,,
301106495,1155.803,0,0,0,-30.129167,-0.00040376,-1.23193E-08,22000,10,10,1000,1000,,,,,,,,,,,
302263110,1156.615,0,0,0,-30.598611,-0.000405877,-1.83078E-09,23000,10,10,1000,1000,,,,,,,,,,,
303419730,1156.62,0,0,0,-31.090278,-0.000425089,-1.66105E-08,23000,10,10,1000,1000,,,,,,,,,,,
304576352,1156.622,0,0,0,-31.586111,-0.000428691,-3.11349E-09,24000,10,10,1000,1000,,,,,,,,,,,
305733792,1157.44,0,0,0,-32.097222,-0.000441587,-1.11426E-08,24000,10,10,1000,1000,,,,,,,,,,,
306890960,1157.168,0,0,0,-32.611111,-0.000444092,-2.16432E-09,25000,10,10,1000,1000,,,,,,,,,,,
308048675,1157.715,0,0,0,-33.147222,-0.000463077,-1.63986E-08,25000,10,10,1000,1000,,,,,,,,,,,
309206664,1157.989,0,0,0,-33.680556,-0.000460569,2.16556E-09,26000,10,10,1000,1000,,,,,,,,,,,
310365481,1158.817,0,0,0,-34.243056,-0.000485409,-2.14354E-08,26000,10,10,1000,1000,,,,,,,,,,,
311524298,1158.817,0,0,0,-34.802778,-0.000483012,2.06872E-09,27000,10,10,1000,1000,,,,,,,,,,,
312683112,1158.814,0,0,0,-35.386111,-0.000503388,-1.75838E-08,27000,10,10,1000,1000,,,,,,,,,,,
313842480,1159.368,0,0,0,-35.966667,-0.000500752,2.27349E-09,28000,10,10,1000,1000,,,,,,,,,,,
315002124,1159.644,0,0,0,-36.572222,-0.00052219,-1.8487E-08,28000,10,10,1000,1000,,,,,,,,,,,
316162044,1159.92,0,0,0,-37.173611,-0.000518475,3.20357E-09,29000,10,10,1000,1000,,,,,,,,,,,
317322523,1160.479,0,0,0,-37.798611,-0.000538571,-1.73171E-08,29000,10,10,1000,1000,,,,,,,,,,,
318482996,1160.473,0,0,0,-38.427778,-0.000542164,-3.09664E-09,30000,10,10,1000,1000,,,,,,,,,,,
319644315,1161.319,0,0,0,-39.079167,-0.000560904,-1.6137E-08,30000,10,10,1000,1000,,,,,,,,,,,
320805342,1161.027,0,0,0,-39.731944,-0.000562241,-1.15119E-09,31000,10,10,1000,1000,,,,,,,,,,,
321966645,1161.303,0,0,0,-40.402778,-0.000577656,-1.32741E-08,31000,10,10,1000,1000,,,,,,,,,,,
323128512,1161.867,0,0,0,-41.075,-0.000578571,-7.86854E-10,32000,10,10,1000,1000,,,,,,,,,,,
324290946,1162.434,0,0,0,-41.769444,-0.000597405,-1.62027E-08,32000,10,10,1000,1000,,,,,,,,,,,
325453370,1162.424,0,0,0,-42.468056,-0.000600996,-3.08902E-09,33000,10,10,1000,1000,,,,,,,,,,,
326616072,1162.702,0,0,0,-43.1875,-0.000618769,-1.52861E-08,33000,10,10,1000,1000,,,,,,,,,,,
327779344,1163.272,0,0,0,-43.906944,-0.000618466,2.6064E-10,34000,10,10,1000,1000,,,,,,,,,,,
328943189,1163.845,0,0,0,-44.65,-0.000638449,-1.71702E-08,34000,10,10,1000,1000,,,,,,,,,,,
330106728,1163.539,0,0,0,-45.397222,-0.000642198,-3.22152E-09,35000,10,10,1000,1000,,,,,,,,,,,
331271135,1164.407,0,0,0,-46.1625,-0.000657226,-1.2906E-08,35000,10,10,1000,1000,,,,,,,,,,,
332435232,1164.097,0,0,0,-46.927778,-0.000657401,-1.50348E-10,36000,10,10,1000,1000,,,,,,,,,,,
333599904,1164.672,0,0,0,-47.715278,-0.000676156,-1.61037E-08,36000,10,10,1000,1000,,,,,,,,,,,
334764856,1164.952,0,0,0,-48.502778,-0.000675994,1.39505E-10,37000,10,10,1000,1000,,,,,,,,,,,
335930387,1165.531,0,0,0,-49.315278,-0.000697107,-1.8115E-08,37000,10,10,1000,1000,,,,,,,,,,,
337096500,1166.113,0,0,0,-50.130556,-0.000699142,-1.74456E-09,38000,10,10,1000,1000,,,,,,,,,,,
338262295,1165.795,0,0,0,-50.968056,-0.000718394,-1.65144E-08,38000,10,10,1000,1000,,,,,,,,,,,
339428370,1166.075,0,0,0,-51.802778,-0.000715839,2.19099E-09,39000,10,10,1000,1000,,,,,,,,,,,
340595028,1166.658,0,0,0,-52.658333,-0.000733338,-1.49995E-08,39000,10,10,1000,1000,,,,,,,,,,,
341762272,1167.244,0,0,0,-53.518056,-0.000736541,-2.74376E-09,40000,10,10,1000,1000,,,,,,,,,,,
342929495,1167.223,0,0,0,-54.404167,-0.000759162,-1.938E-08,40000,10,10,1000,1000,,,,,,,,,,,
344097306,1167.811,0,0,0,-55.290278,-0.000758779,3.27315E-10,40000,10,10,1000,1000,,,,,,,,,,,
345265401,1168.095,0,0,0,-56.179167,-0.000760973,-1.87806E-09,40000,10,10,1000,1000,,,,,,,,,,,
346433780,1168.379,0,0,0,-57.069444,-0.000761976,-8.58454E-10,40000,10,10,1000,1000,,,,,,,,,,,
347602443,1168.663,0,0,0,-57.955556,-0.000758227,3.208E-09,40000,10,10,1000,1000,,,,,,,,,,,
348771390,1168.947,0,0,0,-58.844444,-0.000760418,-1.87397E-09,40000,10,10,1000,1000,,,,,,,,,,,
349940932,1169.542,0,0,0,-59.729167,-0.00075647,3.37575E-09,40000,10,10,1000,1000,,,,,,,,,,,
351110448,1169.516,0,0,0,-60.622222,-0.000763611,-6.10606E-09,40000,10,10,1000,1000,,,,,,,,,,,
352280561,1170.113,0,0,0,-61.515278,-0.000763222,3.32229E-10,40000,10,10,1000,1000,,,,,,,,,,,
353450960,1170.399,0,0,0,-62.409722,-0.000764221,-8.53913E-10,40000,10,10,1000,1000,,,,,,,,,,,
354621960,1171,0,0,0,-63.304167,-0.00076383,3.34221E-10,40000,10,10,1000,1000,,,,,,,,,,,
355792616,1170.656,0,0,0,-64.2,-0.00076524,-1.20455E-09,40000,10,10,1000,1000,,,,,,,,,,,
356963873,1171.257,0,0,0,-65.0875,-0.000757733,6.40956E-09,40000,10,10,1000,1000,,,,,,,,,,,
358135416,1171.543,0,0,0,-65.9875,-0.000768218,-8.94949E-09,40000,10,10,1000,1000,,,,,,,,,,,
359307564,1172.148,0,0,0,-66.879167,-0.000760712,6.40336E-09,40000,10,10,1000,1000,,,,,,,,,,,
360479680,1172.116,0,0,0,-67.779167,-0.000767842,-6.08313E-09,40000,10,10,1000,1000,,,,,,,,,,,
361652724,1173.044,0,0,0,-68.680556,-0.000768419,-4.91589E-10,40000,10,10,1000,1000,,,,,,,,,,,
362825414,1172.69,0,0,0,-69.581944,-0.00076865,-1.97077E-10,40000,10,10,1000,1000,,,,,,,,,,,
363998390,1172.976,0,0,0,-70.477778,-0.000763727,4.19649E-09,40000,10,10,1000,1000,,,,,,,,,,,
365172300,1173.91,0,0,0,-71.372222,-0.000761936,1.52629E-09,40000,10,10,1000,1000,,,,,,,,,,,
366345850,1173.55,0,0,0,-72.277778,-0.000771638,-8.2676E-09,40000,10,10,1000,1000,,,,,,,,,,,
367520012,1174.162,0,0,0,-73.172222,-0.000761772,8.40256E-09,40000,10,10,1000,1000,,,,,,,,,,,
368694462,1174.45,0,0,0,-74.075,-0.000768682,-5.883E-09,40000,10,10,1000,1000,,,,,,,,,,,
369869200,1174.738,0,0,0,-74.972222,-0.000763763,4.18648E-09,40000,10,10,1000,1000,,,,,,,,,,,
371044226,1175.026,0,0,0,-75.875,-0.000768305,-3.86477E-09,40000,10,10,1000,1000,,,,,,,,,,,
372219540,1175.314,0,0,0,-76.775,-0.000765753,2.17124E-09,40000,10,10,1000,1000,,,,,,,,,,,
373395473,1175.933,0,0,0,-77.679167,-0.000768893,-2.67063E-09,40000,10,10,1000,1000,,,,,,,,,,,
374571696,1176.223,0,0,0,-78.5875,-0.000772246,-2.85003E-09,40000,10,10,1000,1000,,,,,,,,,,,
375748542,1176.846,0,0,0,-79.491667,-0.000768297,3.35539E-09,40000,10,10,1000,1000,,,,,,,,,,,
376925346,1176.804,0,0,0,-80.402778,-0.000774225,-5.0375E-09,40000,10,10,1000,1000,,,,,,,,,,,
378102440,1177.094,0,0,0,-81.313889,-0.000774034,1.62048E-10,40000,10,10,1000,1000,,,,,,,,,,,
379280160,1177.72,0,0,0,-82.222222,-0.000771264,2.35219E-09,40000,10,10,1000,1000,,,,,,,,,,,
380458509,1178.349,0,0,0,-83.134722,-0.000774389,-2.65168E-09,40000,10,10,1000,1000,,,,,,,,,,,
381636476,1177.967,0,0,0,-84.05,-0.000776998,-2.21519E-09,40000,10,10,1000,1000,,,,,,,,,,,
382815072,1178.596,0,0,0,-84.958333,-0.000770691,5.35152E-09,40000,10,10,1000,1000,,,,,,,,,,,
383993960,1178.888,0,0,0,-85.876389,-0.000778747,-6.83416E-09,40000,10,10,1000,1000,,,,,,,,,,,
385173140,1179.18,0,0,0,-86.7875,-0.000772665,5.15827E-09,40000,10,10,1000,1000,,,,,,,,,,,
386352954,1179.814,0,0,0,-87.698611,-0.00077225,3.51928E-10,40000,10,10,1000,1000,,,,,,,,,,,
387532719,1179.765,0,0,0,-88.618056,-0.000779346,-6.01492E-09,40000,10,10,1000,1000,,,,,,,,,,,
388712776,1180.057,0,0,0,-89.531944,-0.000774444,4.15399E-09,40000,10,10,1000,1000,,,,,,,,,,,
389893470,1180.694,0,0,0,-90.447222,-0.000775203,-6.43224E-10,40000,10,10,1000,1000,,,,,,,,,,,
391074458,1180.988,0,0,0,-91.368056,-0.000779715,-3.82015E-09,40000,10,10,1000,1000,,,,,,,,,,,
392255740,1181.282,0,0,0,-92.286111,-0.000777168,2.15578E-09,40000,10,10,1000,1000,,,,,,,,,,,
393437316,1181.576,0,0,0,-93.206944,-0.000779326,-1.82614E-09,40000,10,10,1000,1000,,,,,,,,,,,
394619186,1181.87,0,0,0,-94.126389,-0.000777958,1.15772E-09,40000,10,10,1000,1000,,,,,,,,,,,
395801350,1182.164,0,0,0,-95.043056,-0.000775414,2.15148E-09,40000,10,10,1000,1000,,,,,,,,,,,
396984159,1182.809,0,0,0,-95.965278,-0.000779688,-3.6131E-09,40000,10,10,1000,1000,,,,,,,,,,,
398167616,1183.457,0,0,0,-96.890278,-0.000781608,-1.62274E-09,40000,10,10,1000,1000,,,,,,,,,,,
399350665,1183.049,0,0,0,-97.819444,-0.000785399,-3.2044E-09,40000,10,10,1000,1000,,,,,,,,,,,
400534716,1184.051,0,0,0,-98.741667,-0.000778871,5.51362E-09,40000,10,10,1000,1000,,,,,,,,,,,
401718710,1183.994,0,0,0,-99.672222,-0.000785946,-5.97528E-09,40000,10,10,1000,1000,,,,,,,,,,,
402903356,1184.646,0,0,0,-100.602778,-0.000785514,3.6443E-10,40000,10,10,1000,1000,,,,,,,,,,,
404087943,1184.587,0,0,0,-101.531944,-0.00078438,9.57533E-10,40000,10,10,1000,1000,,,,,,,,,,,
405272826,1184.883,0,0,0,-102.459722,-0.000783012,1.15401E-09,40000,10,10,1000,1000,,,,,,,,,,,
406458723,1185.897,0,0,0,-103.386111,-0.000781172,1.55223E-09,40000,10,10,1000,1000,,,,,,,,,,,
407644200,1185.477,0,0,0,-104.319444,-0.000787306,-5.17456E-09,40000,10,10,1000,1000,,,,,,,,,,,
408830334,1186.134,0,0,0,-105.251389,-0.0007857,1.35421E-09,40000,10,10,1000,1000,,,,,,,,,,,
410016766,1186.432,0,0,0,-106.181944,-0.000784331,1.15382E-09,40000,10,10,1000,1000,,,,,,,,,,,
411203859,1187.093,0,0,0,-107.111111,-0.000782725,1.35286E-09,40000,10,10,1000,1000,,,,,,,,,,,
412391252,1187.393,0,0,0,-108.047222,-0.000788375,-4.75862E-09,40000,10,10,1000,1000,,,,,,,,,,,
413578945,1187.693,0,0,0,-108.984722,-0.000789345,-8.17011E-10,40000,10,10,1000,1000,,,,,,,,,,,
414766572,1187.627,0,0,0,-109.923611,-0.000790559,-1.02172E-09,40000,10,10,1000,1000,,,,,,,,,,,
415954497,1187.925,0,0,0,-110.855556,-0.000784515,5.0877E-09,40000,10,10,1000,1000,,,,,,,,,,,
417143456,1188.959,0,0,0,-111.793056,-0.000788505,-3.35578E-09,40000,10,10,1000,1000,,,,,,,,,,,
418331979,1188.523,0,0,0,-112.731944,-0.000789962,-1.22597E-09,40000,10,10,1000,1000,,,,,,,,,,,
419521170,1189.191,0,0,0,-113.668056,-0.000787184,2.33613E-09,40000,10,10,1000,1000,,,,,,,,,,,
420710661,1189.491,0,0,0,-114.604167,-0.000786985,1.67614E-10,40000,10,10,1000,1000,,,,,,,,,,,
421900452,1189.791,0,0,0,-115.541667,-0.000787954,-8.14427E-10,40000,10,10,1000,1000,,,,,,,,,,,
423090543,1190.091,0,0,0,-116.480556,-0.000788922,-8.13811E-10,40000,10,10,1000,1000,,,,,,,,,,,
424280934,1190.391,0,0,0,-117.418056,-0.000787556,1.14724E-09,40000,10,10,1000,1000,,,,,,,,,,,
425472000,1191.066,0,0,0,-118.358333,-0.000789442,-1.58279E-09,40000,10,10,1000,1000,,,,,,,,,,,
426663368,1191.368,0,0,0,-119.305556,-0.000795072,-4.72579E-09,40000,10,10,1000,1000,,,,,,,,,,,
427855415,1192.047,0,0,0,-120.248611,-0.000791122,3.31311E-09,40000,10,10,1000,1000,,,,,,,,,,,
429047766,1192.351,0,0,0,-121.197222,-0.00079558,-3.73883E-09,40000,10,10,1000,1000,,,,,,,,,,,
430240421,1192.655,0,0,0,-122.15,-0.000798871,-2.75947E-09,40000,10,10,1000,1000,,,,,,,,,,,
431433380,1192.959,0,0,0,-123.097222,-0.000794011,4.07466E-09,40000,10,10,1000,1000,,,,,,,,,,,
432626643,1193.263,0,0,0,-124.052778,-0.000800792,-5.68351E-09,40000,10,10,1000,1000,,,,,,,,,,,
433820592,1193.949,0,0,0,-125.004167,-0.000796842,3.30852E-09,40000,10,10,1000,1000,,,,,,,,,,,
435014081,1193.489,0,0,0,-125.958333,-0.000799476,-2.2069E-09,40000,10,10,1000,1000,,,,,,,,,,,
436208640,1194.559,0,0,0,-126.905556,-0.000792948,5.46503E-09,40000,10,10,1000,1000,,,,,,,,,,,
437403120,1194.48,0,0,0,-127.859722,-0.000798813,-4.9101E-09,40000,10,10,1000,1000,,,,,,,,,,,
438598290,1195.17,0,0,0,-128.813889,-0.000798353,3.85164E-10,40000,10,10,1000,1000,,,,,,,,,,,
439793766,1195.476,0,0,0,-129.770833,-0.000800471,-1.77216E-09,40000,10,10,1000,1000,,,,,,,,,,,
440989548,1195.782,0,0,0,-130.726389,-0.000799106,1.142E-09,40000,10,10,1000,1000,,,,,,,,,,,
442185636,1196.088,0,0,0,-131.686111,-0.000802384,-2.74109E-09,40000,10,10,1000,1000,,,,,,,,,,,
443382030,1196.394,0,0,0,-132.638889,-0.000796375,5.02287E-09,40000,10,10,1000,1000,,,,,,,,,,,
444579121,1197.091,0,0,0,-133.604167,-0.000806353,-8.33545E-09,40000,10,10,1000,1000,,,,,,,,,,,
445776128,1197.007,0,0,0,-134.565278,-0.000802928,2.86097E-09,40000,10,10,1000,1000,,,,,,,,,,,
446973441,1197.313,0,0,0,-135.519444,-0.000796923,5.01598E-09,40000,10,10,1000,1000,,,,,,,,,,,
448171454,1198.013,0,0,0,-136.477778,-0.000799936,-2.51537E-09,40000,10,10,1000,1000,,,,,,,,,,,
449369775,1198.321,0,0,0,-137.441667,-0.000804366,-3.69688E-09,40000,10,10,1000,1000,,,,,,,,,,,
450568800,1199.025,0,0,0,-138.405556,-0.000803894,3.93886E-10,40000,10,10,1000,1000,,,,,,,,,,,
451767738,1198.938,0,0,0,-139.370833,-0.00080511,-1.01425E-09,40000,10,10,1000,1000,,,,,,,,,,,
452966984,1199.246,0,0,0,-140.3375,-0.000806062,-7.94071E-10,40000,10,10,1000,1000,,,,,,,,,,,
454166538,1199.554,0,0,0,-141.298611,-0.000801224,4.03374E-09,40000,10,10,1000,1000,,,,,,,,,,,
455366400,1199.862,0,0,0,-142.261111,-0.000802176,-7.93393E-10,40000,10,10,1000,1000,,,,,,,,,,,
456566570,1200.17,0,0,0,-143.223611,-0.00080197,1.71528E-10,40000,10,10,1000,1000,,,,,,,,,,,
457767450,1200.88,0,0,0,-144.190278,-0.000804966,-2.49467E-09,40000,10,10,1000,1000,,,,,,,,,,,
458968640,1201.19,0,0,0,-145.159722,-0.00080707,-1.75171E-09,40000,10,10,1000,1000,,,,,,,,,,,
460170140,1201.5,0,0,0,-146.131944,-0.000809174,-1.75104E-09,40000,10,10,1000,1000,,,,,,,,,,,
461371950,1201.81,0,0,0,-147.095833,-0.000802031,5.94306E-09,40000,10,10,1000,1000,,,,,,,,,,,
462574070,1202.12,0,0,0,-148.069444,-0.000809912,-6.55555E-09,40000,10,10,1000,1000,,,,,,,,,,,
463776500,1202.43,0,0,0,-149.036111,-0.000803928,4.9764E-09,40000,10,10,1000,1000,,,,,,,,,,,
464979240,1202.74,0,0,0,-150.005556,-0.00080603,-1.74811E-09,40000,10,10,1000,1000,,,,,,,,,,,
466182290,1203.05,0,0,0,-150.973611,-0.000804667,1.13303E-09,40000,10,10,1000,1000,,,,,,,,,,,
467386060,1203.77,0,0,0,-151.945833,-0.000807648,-2.47584E-09,40000,10,10,1000,1000,,,,,,,,,,,
468590553,1204.493,0,0,0,-152.920833,-0.000809469,-1.51231E-09,40000,10,10,1000,1000,,,,,,,,,,,
469794536,1203.983,0,0,0,-153.9,-0.000813273,-3.15943E-09,40000,10,10,1000,1000,,,,,,,,,,,
470999242,1204.706,0,0,0,-154.875,-0.000809326,3.27633E-09,40000,10,10,1000,1000,,,,,,,,,,,
472204260,1205.018,0,0,0,-155.848611,-0.000807964,1.13046E-09,40000,10,10,1000,1000,,,,,,,,,,,
473409590,1205.33,0,0,0,-156.823611,-0.000808907,-7.82557E-10,40000,10,10,1000,1000,,,,,,,,,,,
474615232,1205.642,0,0,0,-157.8,-0.00080985,-7.8195E-10,40000,10,10,1000,1000,,,,,,,,,,,
475821186,1205.954,0,0,0,-158.776389,-0.00080964,1.73739E-10,40000,10,10,1000,1000,,,,,,,,,,,
477027870,1206.684,0,0,0,-159.754167,-0.000810302,-5.48019E-10,40000,10,10,1000,1000,,,,,,,,,,,
478234868,1206.998,0,0,0,-160.7375,-0.000814693,-3.63839E-09,40000,10,10,1000,1000,,,,,,,,,,,
479442180,1207.312,0,0,0,-161.719444,-0.000813331,1.12844E-09,40000,10,10,1000,1000,,,,,,,,,,,
480650227,1208.047,0,0,0,-162.7,-0.000811687,1.36072E-09,40000,10,10,1000,1000,,,,,,,,,,,
481858590,1208.363,0,0,0,-163.684722,-0.000814922,-2.67749E-09,40000,10,10,1000,1000,,,,,,,,,,,
483067269,1208.679,0,0,0,-164.673611,-0.000818157,-2.67607E-09,40000,10,10,1000,1000,,,,,,,,,,,
484275840,1208.571,0,0,0,-165.659722,-0.000815931,1.84141E-09,40000,10,10,1000,1000,,,,,,,,,,,
485484725,1208.885,0,0,0,-166.644444,-0.00081457,1.12577E-09,40000,10,10,1000,1000,,,,,,,,,,,
486694776,1210.051,0,0,0,-167.630556,-0.000814934,-3.00645E-10,40000,10,10,1000,1000,,,,,,,,,,,
487904718,1209.942,0,0,0,-168.622222,-0.000819598,-3.8545E-09,40000,10,10,1000,1000,,,,,,,,,,,
489114976,1210.258,0,0,0,-169.613889,-0.000819385,1.76138E-10,40000,10,10,1000,1000,,,,,,,,,,,
490325979,1211.003,0,0,0,-170.602778,-0.000816587,2.31052E-09,40000,10,10,1000,1000,,,,,,,,,,,
491537300,1211.321,0,0,0,-171.598611,-0.000822105,-4.55553E-09,40000,10,10,1000,1000,,,,,,,,,,,
492749370,1212.07,0,0,0,-172.593056,-0.000820452,1.36392E-09,40000,10,10,1000,1000,,,,,,,,,,,
493960896,1211.526,0,0,0,-173.5875,-0.000820819,-3.03398E-10,40000,10,10,1000,1000,,,,,,,,,,,
495173604,1212.708,0,0,0,-174.577778,-0.000816584,3.49245E-09,40000,10,10,1000,1000,,,,,,,,,,,
496386198,1212.594,0,0,0,-175.576389,-0.000823533,-5.73054E-09,40000,10,10,1000,1000,,,,,,,,,,,
497599110,1212.912,0,0,0,-176.575,-0.000823317,1.78012E-10,40000,10,10,1000,1000,,,,,,,,,,,
498812340,1213.23,0,0,0,-177.566667,-0.000817378,4.8955E-09,40000,10,10,1000,1000,,,,,,,,,,,
500025888,1213.548,0,0,0,-178.561111,-0.000819452,-1.70916E-09,40000,10,10,1000,1000,,,,,,,,,,,
501239754,1213.866,0,0,0,-179.556944,-0.000820381,-7.65821E-10,40000,10,10,1000,1000,,,,,,,,,,,
502454377,1214.623,0,0,0,-180.556944,-0.000823301,-2.40354E-09,40000,10,10,1000,1000,,,,,,,,,,,
503669320,1214.943,0,0,0,-181.554167,-0.000820798,2.05981E-09,40000,10,10,1000,1000,,,,,,,,,,,
504884583,1215.263,0,0,0,-182.555556,-0.00082401,-2.64299E-09,40000,10,10,1000,1000,,,,,,,,,,,
506100166,1215.583,0,0,0,-183.555556,-0.000822651,1.11846E-09,40000,10,10,1000,1000,,,,,,,,,,,
507316069,1215.903,0,0,0,-184.555556,-0.000822434,1.7806E-10,40000,10,10,1000,1000,,,,,,,,,,,
508532736,1216.667,0,0,0,-185.555556,-0.000821918,4.24474E-10,40000,10,10,1000,1000,,,,,,,,,,,
509749280,1216.544,0,0,0,-186.5625,-0.000827709,-4.76027E-09,40000,10,10,1000,1000,,,,,,,,,,,
510966144,1216.864,0,0,0,-187.5625,-0.000821785,4.86836E-09,40000,10,10,1000,1000,,,,,,,,,,,
512183775,1217.631,0,0,0,-188.563889,-0.000822408,-5.11722E-10,40000,10,10,1000,1000,,,,,,,,,,,
513401728,1217.953,0,0,0,-189.575,-0.000830172,-6.3753E-09,40000,10,10,1000,1000,,,,,,,,,,,
514620452,1218.724,0,0,0,-190.579167,-0.000823949,5.10612E-09,40000,10,10,1000,1000,,,,,,,,,,,
515839050,1218.598,0,0,0,-191.591667,-0.000830873,-5.68143E-09,40000,10,10,1000,1000,,,,,,,,,,,
517058421,1219.371,0,0,0,-192.602778,-0.000829207,1.36614E-09,40000,10,10,1000,1000,,,,,,,,,,,
518278568,1220.147,0,0,0,-193.618056,-0.000832095,-2.36676E-09,40000,10,10,1000,1000,,,,,,,,,,,
519498588,1220.02,0,0,0,-194.631944,-0.000831042,8.62861E-10,40000,10,10,1000,1000,,,,,,,,,,,
520718478,1219.89,0,0,0,-195.644444,-0.000829993,8.60115E-10,40000,10,10,1000,1000,,,,,,,,,,,
521939600,1221.122,0,0,0,-196.652778,-0.000825744,3.47959E-09,40000,10,10,1000,1000,,,,,,,,,,,
523160592,1220.992,0,0,0,-197.672222,-0.000834931,-7.52427E-09,40000,10,10,1000,1000,,,,,,,,,,,
524381908,1221.316,0,0,0,-198.686111,-0.000830161,3.90552E-09,40000,10,10,1000,1000,,,,,,,,,,,
525603548,1221.64,0,0,0,-199.698611,-0.000828804,1.11094E-09,40000,10,10,1000,1000,,,,,,,,,,,
526825512,1221.964,0,0,0,-200.7125,-0.000829721,-7.50382E-10,40000,10,10,1000,1000,,,,,,,,,,,
528047800,1222.288,0,0,0,-201.725,-0.000828365,1.10967E-09,40000,10,10,1000,1000,,,,,,,,,,,
529270873,1223.073,0,0,0,-202.740278,-0.000830104,-1.42237E-09,40000,10,10,1000,1000,,,,,,,,,,,
530494734,1223.861,0,0,0,-203.7625,-0.000835244,-4.19931E-09,40000,10,10,1000,1000,,,,,,,,,,,
531717997,1223.263,0,0,0,-204.781944,-0.000833381,1.5227E-09,40000,10,10,1000,1000,,,,,,,,,,,
532942512,1224.515,0,0,0,-205.806944,-0.000837066,-3.00953E-09,40000,10,10,1000,1000,,,,,,,,,,,
534166890,1224.378,0,0,0,-206.825,-0.000831488,4.55561E-09,40000,10,10,1000,1000,,,,,,,,,,,
535391594,1224.704,0,0,0,-207.843056,-0.000831267,1.80722E-10,40000,10,10,1000,1000,,,,,,,,,,,
536617091,1225.497,0,0,0,-208.863889,-0.000832995,-1.41014E-09,40000,10,10,1000,1000,,,,,,,,,,,
537842916,1225.825,0,0,0,-209.891667,-0.000838438,-4.44002E-09,40000,10,10,1000,1000,,,,,,,,,,,
539069069,1226.153,0,0,0,-210.9125,-0.000832549,4.80229E-09,40000,10,10,1000,1000,,,,,,,,,,,
540295550,1226.481,0,0,0,-211.941667,-0.000839122,-5.35875E-09,40000,10,10,1000,1000,,,,,,,,,,,
541522359,1226.809,0,0,0,-212.963889,-0.000833236,4.7973E-09,40000,10,10,1000,1000,,,,,,,,,,,
542749968,1227.609,0,0,0,-213.997222,-0.000841744,-6.93049E-09,40000,10,10,1000,1000,,,,,,,,,,,
543977907,1227.939,0,0,0,-215.026389,-0.000838126,2.94712E-09,40000,10,10,1000,1000,,,,,,,,,,,
545206176,1228.269,0,0,0,-216.059722,-0.000841292,-2.57809E-09,40000,10,10,1000,1000,,,,,,,,,,,
546435250,1229.074,0,0,0,-217.090278,-0.000838482,2.28663E-09,40000,10,10,1000,1000,,,,,,,,,,,
547664180,1228.93,0,0,0,-218.126389,-0.0008431,-3.7581E-09,40000,10,10,1000,1000,,,,,,,,,,,
548893440,1229.26,0,0,0,-219.161111,-0.000841744,1.10333E-09,40000,10,10,1000,1000,,,,,,,,,,,
550123030,1229.59,0,0,0,-220.190278,-0.000837,3.85793E-09,40000,10,10,1000,1000,,,,,,,,,,,
551353429,1230.399,0,0,0,-221.226389,-0.000842093,-4.1396E-09,40000,10,10,1000,1000,,,,,,,,,,,
552584160,1230.731,0,0,0,-222.265278,-0.000844124,-1.64945E-09,40000,10,10,1000,1000,,,,,,,,,,,
553815223,1231.063,0,0,0,-223.302778,-0.000842768,1.10144E-09,40000,10,10,1000,1000,,,,,,,,,,,
555046618,1231.395,0,0,0,-224.343056,-0.000844796,-1.64753E-09,40000,10,10,1000,1000,,,,,,,,,,,
556278345,1231.727,0,0,0,-225.376389,-0.00083893,4.76253E-09,40000,10,10,1000,1000,,,,,,,,,,,
557510888,1232.543,0,0,0,-226.416667,-0.000844009,-4.12098E-09,40000,10,10,1000,1000,,,,,,,,,,,
558743280,1232.392,0,0,0,-227.459722,-0.000846366,-1.91234E-09,40000,10,10,1000,1000,,,,,,,,,,,
