25/02/2019 12:00,,,,,,,,,,,,
Time (s),Time step (s),X dist,X duty,X freq,Y dist,Y velocity,Y acc,Y freq, X accel, X decel, Y accel, Y decel
1070323.2,0.1,0,0,0,47.411111,474.11111,-11.6667,7570,10,10,100,100
1073639.1,0.101,0,0,0,47.290278,468.2205743,-58.32213607,7570,10,10,100,100
1076955.2,0.099,0,0,0,47.172222,476.4870909,83.5001682,7670,10,10,100,100
1080271.829,0.1,0,0,0,47.051389,470.51389,-59.73200909,7670,10,10,100,100
1083588,0.101,0,0,0,46.931944,464.6727129,-57.83343692,7770,10,10,100,100
1086904.7,0.1,0,0,0,46.809722,468.09722,34.24507129,7770,10,10,100,100
1090221.6,0.1,0,0,0,46.688889,466.88889,-12.0833,7870,10,10,100,100
1093538.7,0.1,0,0,0,46.566667,465.66667,-12.2222,7870,10,10,100,100
1096856.334,0.1,0,0,0,46.441667,464.41667,-12.5,7970,10,10,100,100
1100173.5,0.101,0,0,0,46.319444,458.6083564,-57.50805509,7970,10,10,100,100
1103491.536,0.1,0,0,0,46.193056,461.93056,33.22203564,8070,10,10,100,100
1106809.1,0.1,0,0,0,46.068056,460.68056,-12.5,8070,10,10,100,100
1110127.2,0.1,0,0,0,45.938889,459.38889,-12.9167,8170,10,10,100,100
1113445.839,0.101,0,0,0,45.811111,453.5753564,-57.55973826,8170,10,10,100,100
1116764,0.1,0,0,0,45.686111,456.86111,32.85753564,8270,10,10,100,100
1120082.7,0.099,0,0,0,45.558333,460.1851818,33.57648301,8270,10,10,100,100
1123401.6,0.101,0,0,0,45.429167,449.7937327,-102.8856351,8370,10,10,100,100
1126721.043,0.1,0,0,0,45.297222,452.97222,31.78487327,8370,10,10,100,100
1130040.344,0.1,0,0,0,45.163889,451.63889,-13.3333,8470,10,10,100,100
1133359.845,0.101,0,0,0,45.030556,445.8470891,-57.34456328,8470,10,10,100,100
1136679.2,0.1,0,0,0,44.9,449,31.52910891,8570,10,10,100,100
1139999.1,0.099,0,0,0,44.768056,452.2025859,32.34935211,8570,10,10,100,100
1143319.2,0.1,0,0,0,44.630556,446.30556,-58.97025859,8670,10,10,100,100
1146639.5,0.101,0,0,0,44.497222,440.5665545,-56.82183707,8670,10,10,100,100
1149960,0.1,0,0,0,44.359722,443.59722,30.30665545,8770,10,10,100,100
1153281.051,0.099,0,0,0,44.222222,446.6891111,31.23122334,8770,10,10,100,100
1156601.952,0.101,0,0,0,44.086111,436.4961485,-100.9204217,8870,10,10,100,100
1159922.7,0.101,0,0,0,43.948611,435.1347624,-13.47907068,8870,10,10,100,100
1163244,0.099,0,0,0,43.809722,442.5224444,74.62305119,8970,10,10,100,100
1166565.855,0.101,0,0,0,43.670833,432.3844851,-100.3758346,8970,10,10,100,100
1169887.2,0.1,0,0,0,43.530556,435.30556,29.21074851,9070,10,10,100,100
1173209.1,0.1,0,0,0,43.388889,433.88889,-14.1667,9070,10,10,100,100
1176531.2,0.1,0,0,0,43.244444,432.44444,-14.4445,9170,10,10,100,100
1179853.5,0.1,0,0,0,43.1,431,-14.4444,9170,10,10,100,100
1183176,0.1,0,0,0,42.958333,429.58333,-14.1667,9270,10,10,100,100
1186498.7,0.101,0,0,0,42.809722,423.8586337,-56.68016175,9270,10,10,100,100
1189821.6,0.099,0,0,0,42.669444,431.0044848,72.180315,9370,10,10,100,100
1193144.7,0.101,0,0,0,42.519444,420.9845941,-99.2068395,9370,10,10,100,100
1196468,0.1,0,0,0,42.372222,423.72222,27.37625941,9470,10,10,100,100
1199791.5,0.1,0,0,0,42.226389,422.26389,-14.5833,9470,10,10,100,100
1203115.2,0.1,0,0,0,42.079167,420.79167,-14.7222,9570,10,10,100,100
1206439.467,0.101,0,0,0,41.929167,415.1402673,-55.95448191,9570,10,10,100,100
1209763.2,0.1,0,0,0,41.777778,417.77778,26.37512673,9670,10,10,100,100
1213087.5,0.1,0,0,0,41.627778,416.27778,-15,9670,10,10,100,100
1216412.37,0.1,0,0,0,41.476389,414.76389,-15.1389,9770,10,10,100,100
1219736.7,0.1,0,0,0,41.319444,413.19444,-15.6945,9770,10,10,100,100
1223061.972,0.1,0,0,0,41.169444,411.69444,-15,9870,10,10,100,100
1226386.7,0.101,0,0,0,41.0125,406.0643564,-55.74340163,9870,10,10,100,100
1229712,0.099,0,0,0,40.856944,412.696404,66.99037985,9970,10,10,100,100
1233037.5,0.101,0,0,0,40.702778,402.997802,-96.02576297,9970,10,10,100,100
1236363.2,0.099,0,0,0,40.548611,409.5819293,66.50633649,10070,10,10,100,100
1239689.1,0.101,0,0,0,40.3875,399.8762376,-96.09595712,10070,10,10,100,100
1243015.2,0.1,0,0,0,40.229167,402.29167,24.15432376,9970,10,10,100,100
1246341.5,0.1,0,0,0,40.077778,400.77778,-15.1389,9970,10,10,100,100
1249668,0.101,0,0,0,39.916667,395.2145248,-55.08173512,10070,10,10,100,100
1252994.7,0.099,0,0,0,39.7625,401.6414141,64.91807464,10070,10,10,100,100
1256321.6,0.101,0,0,0,39.606944,392.1479604,-93.99459154,9970,10,10,100,100
1259649.083,0.1,0,0,0,39.448611,394.48611,23.38149604,9970,10,10,100,100
1262976.384,0.1,0,0,0,39.290278,392.90278,-15.8333,10070,10,10,100,100
1266303.5,0.101,0,0,0,39.136111,387.4862475,-53.62903441,10070,10,10,100,100
1269631.2,0.099,0,0,0,38.977778,393.7149293,62.91597746,9970,10,10,100,100
1272959.487,0.101,0,0,0,38.818056,384.3371881,-92.84892252,9970,10,10,100,100
1276287.2,0.1,0,0,0,38.668056,386.68056,23.43371881,10070,10,10,100,100
1279615.5,0.1,0,0,0,38.508333,385.08333,-15.9723,10070,10,10,100,100
1282944.39,0.099,0,0,0,38.348611,387.3597071,22.99370778,9970,10,10,100,100
1286273.091,0.101,0,0,0,38.194444,378.1628119,-91.05836821,9970,10,10,100,100
1289601.6,0.101,0,0,0,38.038889,376.6226634,-15.2489952,10070,10,10,100,100
1292930.7,0.099,0,0,0,37.879167,382.6178485,60.55742544,10070,10,10,100,100
1296260,0.1,0,0,0,37.725,377.25,-53.67848485,9970,10,10,100,100
1299589.5,0.101,0,0,0,37.570833,371.9884455,-52.09459857,9970,10,10,100,100
1302919.2,0.1,0,0,0,37.411111,374.11111,21.22664455,10070,10,10,100,100
1306249.1,0.099,0,0,0,37.258333,376.346798,22.58270687,10070,10,10,100,100
1309579.2,0.101,0,0,0,37.1,367.3267327,-89.30757729,9970,10,10,100,100
1312909.5,0.101,0,0,0,36.938889,365.7315743,-15.79364768,9970,10,10,100,100
1316240,0.099,0,0,0,36.7875,371.5909091,59.18520034,10070,10,10,100,100
1319571.101,0.101,0,0,0,36.630556,362.6787723,-88.23897835,10070,10,10,100,100
1322901.6,0.1,0,0,0,36.470833,364.70833,20.29557723,9970,10,10,100,100
1326232.7,0.1,0,0,0,36.3125,363.125,-15.8333,9970,10,10,100,100
1329564,0.1,0,0,0,36.159722,361.59722,-15.2778,10070,10,10,100,100
1332895.5,0.1,0,0,0,35.998611,359.98611,-16.1111,10070,10,10,100,100
1336227.2,0.101,0,0,0,35.840278,354.8542376,-50.81061759,9970,10,10,100,100
1339559.1,0.099,0,0,0,35.690278,360.5078586,57.10728245,9970,10,10,100,100
1342891.2,0.101,0,0,0,35.530556,351.7876832,-86.33837047,10070,10,10,100,100
1346223.5,0.1,0,0,0,35.372222,353.72222,19.34536832,10070,10,10,100,100
1349556.41,0.099,0,0,0,35.219444,355.7519596,20.50242016,9970,10,10,100,100
1352888.7,0.102,0,0,0,35.059722,343.7227647,-117.9332832,9970,10,10,100,100
1356221.6,0.099,0,0,0,34.902778,352.5533131,89.19745884,10070,10,10,100,100
1359554.7,0.1,0,0,0,34.748611,347.48611,-50.67203131,10070,10,10,100,100
1362888.414,0.101,0,0,0,34.590278,342.478,-49.58524752,9970,10,10,100,100
1366221.5,0.1,0,0,0,34.429167,344.29167,18.1367,9970,10,10,100,100
1369555.2,0.1,0,0,0,34.277778,342.77778,-15.1389,10070,10,10,100,100
1372889.1,0.1,0,0,0,34.119444,341.19444,-15.8334,10070,10,10,100,100
1376223.2,0.1,0,0,0,33.958333,339.58333,-16.1111,9970,10,10,100,100
1379557.5,0.101,0,0,0,33.802778,334.6809703,-48.53821488,9970,10,10,100,100
1382892,0.099,0,0,0,33.65,339.8989899,52.70726871,10070,10,10,100,100
1386226.7,0.101,0,0,0,33.488889,331.5731584,-82.43397508,10070,10,10,100,100
1389561.6,0.1,0,0,0,33.334722,333.34722,17.74061584,9970,10,10,100,100
1392896.7,0.099,0,0,0,33.180556,335.1571313,18.28193246,9970,10,10,100,100
1396232,0.101,0,0,0,33.019444,326.9251881,-81.50438806,10070,10,10,100,100
1399567.5,0.1,0,0,0,32.863889,328.63889,17.13701881,10070,10,10,100,100
1402903.2,0.101,0,0,0,32.708333,323.8448812,-47.46543378,9970,10,10,100,100
1406239.1,0.099,0,0,0,32.548611,328.7738485,49.78754845,9970,10,10,100,100
1409575.2,0.101,0,0,0,32.393056,320.7233267,-79.70813616,10070,10,10,100,100
1412911.5,0.099,0,0,0,32.240278,325.6593737,49.85906065,10070,10,10,100,100
1416248,0.101,0,0,0,32.079167,317.6155149,-79.64216719,9970,10,10,100,100
1419584.7,0.1,0,0,0,31.920833,319.20833,15.92815149,9970,10,10,100,100
1422921.6,0.1,0,0,0,31.769444,317.69444,-15.1389,10070,10,10,100,100
1426258.7,0.101,0,0,0,31.609722,312.9675446,-46.80094501,10070,10,10,100,100
1429596,0.099,0,0,0,31.451389,317.690798,47.70963056,9970,10,10,100,100
1432933.5,0.101,0,0,0,31.298611,309.8872376,-77.26297382,9970,10,10,100,100
1436271.2,0.1,0,0,0,31.138889,311.38889,15.01652376,10070,10,10,100,100
1439609.537,0.099,0,0,0,30.981944,312.9489293,15.75797266,10070,10,10,100,100
1442947.638,0.102,0,0,0,30.823611,302.1922647,-105.457496,9970,10,10,100,100
1446285.5,0.1,0,0,0,30.669444,306.69444,45.02175294,9970,10,10,100,100
1449624.44,0.099,0,0,0,30.509722,308.1790101,14.99565759,10070,10,10,100,100
1452962.7,0.101,0,0,0,30.354167,300.5363069,-75.67032842,10070,10,10,100,100
1456301.6,0.1,0,0,0,30.2,302,14.63693069,9970,10,10,100,100
1459640.7,0.1,0,0,0,30.038889,300.38889,-16.1111,9970,10,10,100,100
1462980,0.1,0,0,0,29.888889,298.88889,-15,10070,10,10,100,100
1466319.5,0.1,0,0,0,29.729167,297.29167,-15.9722,10070,10,10,100,100
1469659.2,0.1,0,0,0,29.569444,295.69444,-15.9723,9970,10,10,100,100
1472999.547,0.101,0,0,0,29.415278,291.2403762,-44.09964121,9970,10,10,100,100
1476339.2,0.1,0,0,0,29.259722,292.59722,13.56843762,10070,10,10,100,100
1479679.5,0.1,0,0,0,29.098611,290.98611,-16.1111,10070,10,10,100,100
1483020,0.1,0,0,0,28.941667,289.41667,-15.6944,9970,10,10,100,100
1486360.7,0.1,0,0,0,28.788889,287.88889,-15.2778,9970,10,10,100,100
1489701.6,0.1,0,0,0,28.629167,286.29167,-15.9722,10070,10,10,100,100
1493042.7,0.1,0,0,0,28.473611,284.73611,-15.5556,10070,10,10,100,100
1496384,0.1,0,0,0,28.318056,283.18056,-15.5555,9970,10,10,100,100
1499725.5,0.101,0,0,0,28.158333,278.7953762,-43.41766101,9970,10,10,100,100
1503067.2,0.099,0,0,0,28.005556,282.884404,41.30331114,10070,10,10,100,100
1506409.1,0.101,0,0,0,27.847222,275.7150693,-70.98351221,10070,10,10,100,100
1509751.2,0.1,0,0,0,27.690278,276.90278,11.87710693,9970,10,10,100,100
1513093.5,0.1,0,0,0,27.530556,275.30556,-15.9722,9970,10,10,100,100
1516436,0.101,0,0,0,27.379167,271.0808614,-41.82869915,10070,10,10,100,100
1519778.7,0.1,0,0,0,27.219444,272.19444,11.13578614,10070,10,10,100,100
1523122.062,0.1,0,0,0,27.058333,270.58333,-16.1111,9970,10,10,100,100
1526465.163,0.101,0,0,0,26.904167,266.3778911,-41.63800902,9970,10,10,100,100
1529808,0.1,0,0,0,26.748611,267.48611,11.08218911,10070,10,10,100,100
1533151.5,0.099,0,0,0,26.5875,268.5606061,10.85349556,10070,10,10,100,100
1536495.2,0.101,0,0,0,26.430556,261.6886733,-68.03893855,9970,10,10,100,100
1539839.567,0.1,0,0,0,26.277778,262.77778,10.89106733,9970,10,10,100,100
1543183.2,0.1,0,0,0,26.116667,261.16667,-16.1111,10070,10,10,100,100
1546527.5,0.1,0,0,0,25.9625,259.625,-15.4167,10070,10,10,100,100
1549872,0.1,0,0,0,25.808333,258.08333,-15.4167,9970,10,10,100,100
1553216.7,0.1,0,0,0,25.648611,256.48611,-15.9722,9970,10,10,100,100
1556561.6,0.1,0,0,0,25.497222,254.97222,-15.1389,10070,10,10,100,100
1559906.7,0.1,0,0,0,25.340278,253.40278,-15.6944,10070,10,10,100,100
1563252,0.101,0,0,0,25.177778,249.2849307,-40.77078522,9970,10,10,100,100
1566597.975,0.1,0,0,0,25.023611,250.23611,9.511793069,9970,10,10,100,100
1569943.676,0.1,0,0,0,24.868056,248.68056,-15.5555,10070,10,10,100,100
1573289.1,0.1,0,0,0,24.708333,247.08333,-15.9723,10070,10,10,100,100
1576635.2,0.101,0,0,0,24.548611,243.0555545,-39.87896579,9970,10,10,100,100
1579981.5,0.099,0,0,0,24.398611,246.4506162,34.29355259,9970,10,10,100,100
1583328,0.1,0,0,0,24.2375,242.375,-40.75616162,10070,10,10,100,100
1586675.181,0.101,0,0,0,24.080556,238.4213465,-39.14508382,10070,10,10,100,100
1590021.6,0.1,0,0,0,23.925,239.25,8.286534653,9970,10,10,100,100
1593368.7,0.1,0,0,0,23.769444,237.69444,-15.5556,9970,10,10,100,100
1596716,0.1,0,0,0,23.6125,236.125,-15.6944,10070,10,10,100,100
1600063.5,0.1,0,0,0,23.458333,234.58333,-15.4167,10070,10,10,100,100
1603411.2,0.101,0,0,0,23.3,230.6930693,-38.5174326,9970,10,10,100,100
1606759.1,0.1,0,0,0,23.140278,231.40278,7.097106931,9970,10,10,100,100
1610107.2,0.099,0,0,0,22.990278,232.2250303,8.305558616,10070,10,10,100,100
1613455.5,0.101,0,0,0,22.830556,226.0451089,-61.18734052,10070,10,10,100,100
1616804,0.1,0,0,0,22.669444,226.69444,6.493310891,9970,10,10,100,100
1620152.7,0.1,0,0,0,22.516667,225.16667,-15.2777,9970,10,10,100,100
1623502.092,0.101,0,0,0,22.361111,221.3971386,-37.32209293,10070,10,10,100,100
1626850.7,0.1,0,0,0,22.198611,221.98611,5.889713861,10070,10,10,100,100
1630200.494,0.1,0,0,0,22.044444,220.44444,-15.4167,9970,10,10,100,100
1633549.5,0.1,0,0,0,21.890278,218.90278,-15.4166,9970,10,10,100,100
1636899.2,0.1,0,0,0,21.730556,217.30556,-15.9722,10070,10,10,100,100
1640249.1,0.1,0,0,0,21.577778,215.77778,-15.2778,10070,10,10,100,100
1643599.2,0.1,0,0,0,21.422222,214.22222,-15.5556,9970,10,10,100,100
1646949.5,0.1,0,0,0,21.261111,212.61111,-16.1111,9970,10,10,100,100
1650300,0.1,0,0,0,21.108333,211.08333,-15.2778,10070,10,10,100,100
1653650.7,0.101,0,0,0,20.951389,207.439495,-36.07757377,10070,10,10,100,100
1657002.102,0.1,0,0,0,20.790278,207.90278,4.632849505,9970,10,10,100,100
1660352.7,0.1,0,0,0,20.633333,206.33333,-15.6945,9970,10,10,100,100
1663704,0.1,0,0,0,20.480556,204.80556,-15.2777,10070,10,10,100,100
1667055.5,0.1,0,0,0,20.319444,203.19444,-16.1112,10070,10,10,100,100
1670407.2,0.1,0,0,0,20.1625,201.625,-15.6944,9970,10,10,100,100
1673759.1,0.101,0,0,0,20.008333,198.1023069,-34.8781492,9970,10,10,100,100
1677111.2,0.1,0,0,0,19.85,198.5,3.976930693,10070,10,10,100,100
1680464.009,0.099,0,0,0,19.693056,198.9197576,4.239975513,10070,10,10,100,100
1683816.51,0.101,0,0,0,19.536111,193.4268416,-54.38530685,9970,10,10,100,100
1687168.7,0.1,0,0,0,19.380556,193.80556,3.787184158,9970,10,10,100,100
1690522.112,0.1,0,0,0,19.222222,192.22222,-15.8334,10070,10,10,100,100
1693874.7,0.101,0,0,0,19.066667,188.7788812,-34.09246348,10070,10,10,100,100
1697228.514,0.1,0,0,0,18.911111,189.11111,3.322288119,9970,10,10,100,100
1700581.5,0.1,0,0,0,18.748611,187.48611,-16.25,9970,10,10,100,100
1703935.2,0.1,0,0,0,18.597222,185.97222,-15.1389,10070,10,10,100,100
1707289.1,0.1,0,0,0,18.438889,184.38889,-15.8333,10070,10,10,100,100
1710643.2,0.1,0,0,0,18.277778,182.77778,-16.1111,9970,10,10,100,100
1713998.019,0.101,0,0,0,18.123611,179.4416931,-33.03056367,9970,10,10,100,100
1717352,0.1,0,0,0,17.969444,179.69444,2.527469307,10070,10,10,100,100
1720706.7,0.1,0,0,0,17.808333,178.08333,-16.1111,10070,10,10,100,100
1724062.122,0.099,0,0,0,17.654167,178.3249192,2.440294868,9970,10,10,100,100
1727416.7,0.101,0,0,0,17.498611,173.2535743,-50.21133599,9970,10,10,100,100
1730772,0.1,0,0,0,17.338889,173.38889,1.353157426,10070,10,10,100,100
1734127.5,0.1,0,0,0,17.181944,171.81944,-15.6945,10070,10,10,100,100
1737483.726,0.101,0,0,0,17.027778,168.5918614,-31.9562239,9970,10,10,100,100
1740839.1,0.1,0,0,0,16.868056,168.68056,0.886986139,9970,10,10,100,100
1744195.2,0.1,0,0,0,16.711111,167.11111,-15.6945,10070,10,10,100,100
1747551.5,0.1,0,0,0,16.558333,165.58333,-15.2778,10070,10,10,100,100
1750908,0.1,0,0,0,16.397222,163.97222,-16.1111,9970,10,10,100,100
1754264.7,0.1,0,0,0,16.240278,162.40278,-15.6944,9970,10,10,100,100
1757621.6,0.1,0,0,0,16.088889,160.88889,-15.1389,10070,10,10,100,100
1760979.233,0.101,0,0,0,15.927778,157.7007723,-31.56552201,10070,10,10,100,100
1764336,0.1,0,0,0,15.768056,157.68056,-0.202122772,9970,10,10,100,100
1767693.5,0.1,0,0,0,15.618056,156.18056,-15,9970,10,10,100,100
1771051.2,0.1,0,0,0,15.458333,154.58333,-15.9723,10070,10,10,100,100
1774409.1,0.1,0,0,0,15.301389,153.01389,-15.6944,10070,10,10,100,100
1777767.2,0.1,0,0,0,15.145833,151.45833,-15.5556,9970,10,10,100,100
1781125.5,0.101,0,0,0,14.988889,148.4048416,-30.23255857,9970,10,10,100,100
1784484,0.099,0,0,0,14.830556,149.803596,14.12883208,10070,10,10,100,100
1787842.7,0.101,0,0,0,14.675,145.2970297,-44.61946789,10070,10,10,100,100
1791201.6,0.1,0,0,0,14.519444,145.19444,-1.02589703,9970,10,10,100,100
1794560.7,0.1,0,0,0,14.358333,143.58333,-16.1111,9970,10,10,100,100
1797920,0.1,0,0,0,14.206944,142.06944,-15.1389,10070,10,10,100,100
1801279.5,0.1,0,0,0,14.048611,140.48611,-15.8333,10070,10,10,100,100
1804639.2,0.101,0,0,0,13.888889,137.5137525,-29.42928242,9970,10,10,100,100
1807999.647,0.1,0,0,0,13.734722,137.34722,-1.665324752,9970,10,10,100,100
1811359.2,0.1,0,0,0,13.580556,135.80556,-15.4166,10070,10,10,100,100
1814719.5,0.1,0,0,0,13.419444,134.19444,-16.1112,10070,10,10,100,100
1818080,0.1,0,0,0,13.261111,132.61111,-15.8333,9970,10,10,100,100
1821441.251,0.101,0,0,0,13.109722,129.7992277,-27.84041859,9970,10,10,100,100
1824801.6,0.1,0,0,0,12.948611,129.48611,-3.131177228,10070,10,10,100,100
1828162.7,0.1,0,0,0,12.791667,127.91667,-15.6944,10070,10,10,100,100
1831524,0.099,0,0,0,12.638889,127.6655455,-2.53661157,9970,10,10,100,100
1834885.5,0.101,0,0,0,12.479167,123.5561089,-40.68749053,9970,10,10,100,100
1838247.2,0.1,0,0,0,12.322222,123.22222,-3.338889109,10070,10,10,100,100
1841609.1,0.1,0,0,0,12.169444,121.69444,-15.2778,10070,10,10,100,100
1844971.2,0.1,0,0,0,12.009722,120.09722,-15.9722,9970,10,10,100,100
1848333.5,0.101,0,0,0,11.85,117.3267327,-27.43056759,9970,10,10,100,100
1851696.56,0.1,0,0,0,11.7,117,-3.267326733,10070,10,10,100,100
1855058.7,0.1,0,0,0,11.540278,115.40278,-15.9722,10070,10,10,100,100
1858422.162,0.101,0,0,0,11.379167,112.6650198,-27.10653661,9970,10,10,100,100
1861784.7,0.099,0,0,0,11.227778,113.411899,7.544234221,9970,10,10,100,100
1865148.564,0.1,0,0,0,11.070833,110.70833,-27.0356899,10070,10,10,100,100
1868511.5,0.101,0,0,0,10.908333,108.003297,-26.78250466,10070,10,10,100,100
1871875.766,0.1,0,0,0,10.752778,107.52778,-4.755170297,9970,10,10,100,100
1875239.667,0.101,0,0,0,10.598611,104.9367426,-25.6538359,9970,10,10,100,100
1878603.2,0.1,0,0,0,10.438889,104.38889,-5.478525743,10070,10,10,100,100
1881968.069,0.099,0,0,0,10.286111,103.9001111,-4.937160494,10070,10,10,100,100
1885332.57,0.101,0,0,0,10.127778,100.2750297,-35.89189513,9970,10,10,100,100
1888696.7,0.1,0,0,0,9.969444,99.69444,-5.80589703,9970,10,10,100,100
1892061.6,0.099,0,0,0,9.816667,99.15825253,-5.416035098,10070,10,10,100,100
1895426.7,0.101,0,0,0,9.658333,95.62705941,-34.96230811,10070,10,10,100,100
1898792,0.103,0,0,0,9.495833,92.1925534,-33.34471852,9970,10,10,100,100
1902157.5,0.099,0,0,0,9.340278,94.34624242,21.75443461,9970,10,10,100,100
1905523.2,0.1,0,0,0,9.183333,91.83333,-25.12912424,10070,10,10,100,100
1908889.1,0.101,0,0,0,9.026389,89.37018812,-24.38754338,10070,10,10,100,100
1912255.2,0.099,0,0,0,8.869444,89.59034343,2.223791066,9970,10,10,100,100
1915621.5,0.101,0,0,0,8.709722,86.23487129,-33.22249651,9970,10,10,100,100
1918988,0.1,0,0,0,8.558333,85.58333,-6.515412871,10070,10,10,100,100
1922354.7,0.099,0,0,0,8.398611,84.83445455,-7.564398531,10070,10,10,100,100
1925721.6,0.101,0,0,0,8.238889,81.57315842,-32.29006069,9970,10,10,100,100
1929088.7,0.101,0,0,0,8.086111,80.06050495,-14.97676698,9970,10,10,100,100
1932456,0.099,0,0,0,7.929167,80.09259596,0.324151607,10070,10,10,100,100
1935823.5,0.1,0,0,0,7.770833,77.70833,-23.8426596,10070,10,10,100,100
1939191.2,0.102,0,0,0,7.6125,74.63235294,-30.15663783,9970,10,10,100,100
1942559.1,0.099,0,0,0,7.459722,75.35072727,7.256306379,9970,10,10,100,100
1945927.2,0.1,0,0,0,7.301389,73.01389,-23.36837273,10070,10,10,100,100
1949295.5,0.1,0,0,0,7.147222,71.47222,-15.4167,10070,10,10,100,100
1952664,0.1,0,0,0,6.988889,69.88889,-15.8333,9970,10,10,100,100
1956032.7,0.1,0,0,0,6.829167,68.29167,-15.9722,9970,10,10,100,100
1959402.192,0.1,0,0,0,6.677778,66.77778,-15.1389,10070,10,10,100,100
1962770.7,0.101,0,0,0,6.518056,64.53520792,-22.20368395,10070,10,10,100,100
1966140,0.1,0,0,0,6.358333,63.58333,-9.518779208,9970,10,10,100,100
1969509.5,0.1,0,0,0,6.204167,62.04167,-15.4166,9970,10,10,100,100
1972879.2,0.099,0,0,0,6.048611,61.09708081,-9.541304969,10070,10,10,100,100
1976249.1,0.099,0,0,0,5.894444,59.53983838,-15.72972146,10070,10,10,100,100
1979619.2,0.101,0,0,0,5.7375,56.80693069,-27.05849199,9970,10,10,100,100
1982989.5,0.101,0,0,0,5.579167,55.23927723,-15.52132144,9970,10,10,100,100
1986360,0.098,0,0,0,5.426389,55.37131633,1.347337743,10070,10,10,100,100
1989730.7,0.101,0,0,0,5.269444,52.17271287,-31.66934114,10070,10,10,100,100
1993101.6,0.1,0,0,0,5.109722,51.09722,-10.75492871,9970,10,10,100,100
1996472.7,0.1,0,0,0,4.95,49.5,-15.9722,9970,10,10,100,100
1999844.604,0.1,0,0,0,4.8,48,-15,10070,10,10,100,100
2003215.5,0.101,0,0,0,4.638889,45.92959406,-20.49906872,10070,10,10,100,100
2006587.2,0.1,0,0,0,4.479167,44.79167,-11.37924059,9970,10,10,100,100
2009959.1,0.099,0,0,0,4.329167,43.7289596,-10.73444853,9970,10,10,100,100
2013331.2,0.1,0,0,0,4.169444,41.69444,-20.34519596,10070,10,10,100,100
2016703.5,0.101,0,0,0,4.0125,39.72772277,-19.4724478,10070,10,10,100,100
2020076,0.1,0,0,0,3.856944,38.56944,-11.58282772,9970,10,10,100,100
2023448.7,0.101,0,0,0,3.7,36.63366337,-19.16610528,9970,10,10,100,100
2026821.6,0.099,0,0,0,3.543056,35.78844444,-8.537564868,10070,10,10,100,100
2030194.7,0.101,0,0,0,3.386111,33.52585149,-22.40191049,10070,10,10,100,100
2033568.614,0.1,0,0,0,3.230556,32.30556,-12.20291485,9970,10,10,100,100
2036941.5,0.1,0,0,0,3.070833,30.70833,-15.9723,9970,10,10,100,100
2040315.816,0.1,0,0,0,2.918056,29.18056,-15.2777,10070,10,10,100,100
2043689.1,0.101,0,0,0,2.759722,27.3239802,-18.38197824,10070,10,10,100,100
2047063.2,0.099,0,0,0,2.598611,26.24859596,-10.86246705,9970,10,10,100,100
2050437.5,0.1,0,0,0,2.445833,24.45833,-17.9026596,9970,10,10,100,100
2053812,0.1,0,0,0,2.290278,22.90278,-15.5555,10070,10,10,100,100
2057186.7,0.1,0,0,0,2.129167,21.29167,-16.1111,10070,10,10,100,100
2060561.6,0.101,0,0,0,1.973611,19.54070297,-17.33630722,9970,10,10,100,100
2063936.7,0.1,0,0,0,1.819444,18.19444,-13.4626297,9970,10,10,100,100
2067312,0.101,0,0,0,1.659722,16.43289109,-17.44107833,10070,10,10,100,100
2070687.5,0.099,0,0,0,1.504167,15.19360606,-12.51803059,10070,10,10,100,100
2074063.2,0.101,0,0,0,1.347222,13.33883168,-18.36410275,9970,10,10,100,100
2077439.1,0.1,0,0,0,1.190278,11.90278,-14.36051683,9970,10,10,100,100
2080815.2,0.101,0,0,0,1.031944,10.21726733,-16.68824429,10070,10,10,100,100
2084191.5,0.099,0,0,0,0.880556,8.894505051,-13.36123511,10070,10,10,100,100
2087568.63,0.1,0,0,0,0.720833,7.20833,-16.86175051,9970,10,10,100,100
2090944.7,0.101,0,0,0,0.561111,5.555554455,-16.3641143,9970,10,10,100,100
2094322.232,0.099,0,0,0,0.409722,4.138606061,-14.31261005,10070,10,10,100,100
2097698.7,0.101,0,0,0,0.25,2.475247525,-16.46889639,10070,10,10,100,100
2101076,0.1,0,0,0,0.088889,0.88889,-15.86357525,9970,10,10,100,100
2104454.135,0.1,0,0,0,0.020833,0.20833,-6.8056,9970,10,10,100,100
2107831.2,0.101,0,0,0,0.020833,0.206267327,-0.020422508,10070,10,10,100,100
2111209.737,0.099,0,0,0,0.020833,0.210434343,0.042091078,10070,10,10,100,100
2114587.2,0.101,0,0,0,0.020833,0.206267327,-0.041257591,9970,10,10,100,100
2117965.5,0.1,0,0,0,0.020833,0.20833,0.020626733,9970,10,10,100,100
2121344,0.1,0,0,0,0.020833,0.20833,0,10070,10,10,100,100
2124722.7,0.1,0,0,0,0.020833,0.20833,0,10070,10,10,100,100
2128101.6,0.1,0,0,0,0.020833,0.20833,0,9970,10,10,100,100
2131480.7,0.101,0,0,0,0.020833,0.206267327,-0.020422508,9970,10,10,100,100
2134860,0.099,0,0,0,0.020833,0.210434343,0.042091078,10070,10,10,100,100
2138239.5,0.1,0,0,0,0.020833,0.20833,-0.021043434,10070,10,10,100,100
2141619.2,0.101,0,0,0,0.020833,0.206267327,-0.020422508,9970,10,10,100,100
