14/02/2019 12:03
Time (ms)	X dist	X duty	X freq	Y dist	Y freq	
10550.000000	0.000000	0.000000	0.000000	5.850472	100000.000000
10600.000000	0.000000	0.000000	0.000000	7.309847	100000.000000
10650.000000	0.000000	0.000000	0.000000	8.775708	100000.000000
10700.000000	0.000000	0.000000	0.000000	10.254542	100000.000000
10750.000000	0.000000	0.000000	0.000000	11.739861	100000.000000
10800.000000	0.000000	0.000000	0.000000	13.212208	100000.000000
10850.000000	0.000000	0.000000	0.000000	14.678069	100000.000000
10900.000000	0.000000	0.000000	0.000000	16.150417	100000.000000
10950.000000	0.000000	0.000000	0.000000	17.616278	100000.000000
11000.000000	0.000000	0.000000	0.000000	19.082139	100000.000000
11050.000000	0.000000	0.000000	0.000000	20.560972	100000.000000
11100.000000	0.000000	0.000000	0.000000	22.033319	100000.000000
11150.000000	0.000000	0.000000	0.000000	23.505667	100000.000000
11200.000000	0.000000	0.000000	0.000000	24.971528	100000.000000
11250.000000	0.000000	0.000000	0.000000	26.443875	100000.000000
11300.000000	0.000000	0.000000	0.000000	27.909736	100000.000000
11350.000000	0.000000	0.000000	0.000000	29.382083	100000.000000
11400.000000	0.000000	0.000000	0.000000	30.860917	100000.000000
11450.000000	0.000000	0.000000	0.000000	32.326778	100000.000000
11500.000000	0.000000	0.000000	0.000000	33.792639	100000.000000
11550.000000	0.000000	0.000000	0.000000	35.264986	100000.000000
11600.000000	0.000000	0.000000	0.000000	36.737333	100000.000000
11650.000000	0.000000	0.000000	0.000000	38.209681	100000.000000
11700.000000	0.000000	0.000000	0.000000	39.688514	100000.000000
11750.000000	0.000000	0.000000	0.000000	41.160861	100000.000000
11800.000000	0.000000	0.000000	0.000000	42.626722	100000.000000
11850.000000	0.000000	0.000000	0.000000	44.092583	100000.000000
11900.000000	0.000000	0.000000	0.000000	45.551958	100000.000000
11950.000000	0.000000	0.000000	0.000000	47.037278	100000.000000
12000.000000	0.000000	0.000000	0.000000	48.516111	100000.000000
12050.000000	0.000000	0.000000	0.000000	49.988458	100000.000000
12100.000000	0.000000	0.000000	0.000000	51.454319	100000.000000
12150.000000	0.000000	0.000000	0.000000	52.920181	100000.000000
12200.000000	0.000000	0.000000	0.000000	54.353611	100000.000000
12250.000000	0.000000	0.000000	0.000000	55.825958	100000.000000
12300.000000	0.000000	0.000000	0.000000	57.304792	100000.000000
12350.000000	0.000000	0.000000	0.000000	58.783625	100000.000000
12400.000000	0.000000	0.000000	0.000000	60.249486	100000.000000
12450.000000	0.000000	0.000000	0.000000	61.715347	100000.000000
12500.000000	0.000000	0.000000	0.000000	63.187694	100000.000000
12550.000000	0.000000	0.000000	0.000000	64.685986	100000.000000
12600.000000	0.000000	0.000000	0.000000	66.145361	100000.000000
12650.000000	0.000000	0.000000	0.000000	67.630681	100000.000000
12700.000000	0.000000	0.000000	0.000000	69.103028	100000.000000
12750.000000	0.000000	0.000000	0.000000	70.568889	100000.000000
12800.000000	0.000000	0.000000	0.000000	72.041236	100000.000000
12850.000000	0.000000	0.000000	0.000000	73.513583	100000.000000
12900.000000	0.000000	0.000000	0.000000	74.979444	100000.000000
12950.000000	0.000000	0.000000	0.000000	76.458278	100000.000000
13000.000000	0.000000	0.000000	0.000000	77.930625	100000.000000
13050.000000	0.000000	0.000000	0.000000	79.396486	100000.000000
13100.000000	0.000000	0.000000	0.000000	80.862347	100000.000000
13150.000000	0.000000	0.000000	0.000000	82.334694	100000.000000
13200.000000	0.000000	0.000000	0.000000	83.807042	100000.000000
13250.000000	0.000000	0.000000	0.000000	85.285875	100000.000000
13300.000000	0.000000	0.000000	0.000000	86.758222	100000.000000
13350.000000	0.000000	0.000000	0.000000	88.224083	100000.000000
13400.000000	0.000000	0.000000	0.000000	89.689944	100000.000000
13450.000000	0.000000	0.000000	0.000000	91.149319	100000.000000
13500.000000	0.000000	0.000000	0.000000	92.621667	100000.000000
13550.000000	0.000000	0.000000	0.000000	94.094014	100000.000000
13600.000000	0.000000	0.000000	0.000000	95.579333	100000.000000
13650.000000	0.000000	0.000000	0.000000	97.051681	100000.000000
13700.000000	0.000000	0.000000	0.000000	98.511056	100000.000000
13750.000000	0.000000	0.000000	0.000000	99.983403	100000.000000
13800.000000	0.000000	0.000000	0.000000	101.416833	100000.000000
13850.000000	0.000000	0.000000	0.000000	102.889181	100000.000000
13900.000000	0.000000	0.000000	0.000000	104.368014	100000.000000
13950.000000	0.000000	0.000000	0.000000	105.846847	100000.000000
14000.000000	0.000000	0.000000	0.000000	107.319194	100000.000000
14050.000000	0.000000	0.000000	0.000000	108.785056	100000.000000
14100.000000	0.000000	0.000000	0.000000	110.270375	100000.000000
14150.000000	0.000000	0.000000	0.000000	111.742722	100000.000000
14200.000000	0.000000	0.000000	0.000000	113.208583	100000.000000
14250.000000	0.000000	0.000000	0.000000	114.693903	100000.000000
14300.000000	0.000000	0.000000	0.000000	116.166250	100000.000000
14350.000000	0.000000	0.000000	0.000000	117.632111	100000.000000
14400.000000	0.000000	0.000000	0.000000	119.104458	100000.000000
14450.000000	0.000000	0.000000	0.000000	120.576806	100000.000000
14500.000000	0.000000	0.000000	0.000000	122.049153	100000.000000
14550.000000	0.000000	0.000000	0.000000	123.527986	100000.000000
14600.000000	0.000000	0.000000	0.000000	124.993847	100000.000000
14650.000000	0.000000	0.000000	0.000000	126.466194	100000.000000
14700.000000	0.000000	0.000000	0.000000	127.932056	100000.000000
14750.000000	0.000000	0.000000	0.000000	129.397917	100000.000000
14800.000000	0.000000	0.000000	0.000000	130.870264	100000.000000
14850.000000	0.000000	0.000000	0.000000	132.355583	100000.000000
14900.000000	0.000000	0.000000	0.000000	133.834417	100000.000000
