26/02/2019 12:20
Time (s), Time step (s),X dist,X duty,X freq,Y dist,Y freq, X accel, X decel, Y accel, Y decel, X dist target, Y dist target
6.363000,0.101000,0.000000,0.000000,0.000000,-0.952778,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
6.336000,0.099000,0.000000,0.000000,0.000000,-0.968056,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
6.500000,0.100000,0.000000,0.000000,0.000000,-0.983333,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
6.600000,0.100000,0.000000,0.000000,0.000000,-0.998611,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
6.700000,0.100000,0.000000,0.000000,0.000000,-1.013889,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
6.868000,0.101000,0.000000,0.000000,0.000000,-1.030556,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
6.831000,0.099000,0.000000,0.000000,0.000000,-1.044444,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
7.000000,0.100000,0.000000,0.000000,0.000000,-1.061111,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
7.100000,0.100000,0.000000,0.000000,0.000000,-1.076389,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
7.272000,0.101000,0.000000,0.000000,0.000000,-1.093056,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
7.227000,0.099000,0.000000,0.000000,0.000000,-1.108333,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
7.474000,0.101000,0.000000,0.000000,0.000000,-1.123611,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
7.425000,0.099000,0.000000,0.000000,0.000000,-1.138889,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
7.600000,0.100000,0.000000,0.000000,0.000000,-1.154167,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
7.777000,0.101000,0.000000,0.000000,0.000000,-1.170833,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
7.722000,0.099000,0.000000,0.000000,0.000000,-1.186111,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
7.979000,0.101000,0.000000,0.000000,0.000000,-1.202778,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
7.920000,0.099000,0.000000,0.000000,0.000000,-1.218056,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
8.100000,0.100000,0.000000,0.000000,0.000000,-1.234722,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
8.282000,0.101000,0.000000,0.000000,0.000000,-1.250000,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
8.217000,0.099000,0.000000,0.000000,0.000000,-1.265278,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
8.400000,0.100000,0.000000,0.000000,0.000000,-1.281944,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
8.585000,0.101000,0.000000,0.000000,0.000000,-1.294444,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
8.514000,0.099000,0.000000,0.000000,0.000000,-1.311111,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
8.700000,0.100000,0.000000,0.000000,0.000000,-1.325000,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
8.800000,0.100000,0.000000,0.000000,0.000000,-1.341667,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
8.989000,0.101000,0.000000,0.000000,0.000000,-1.356944,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
8.910000,0.099000,0.000000,0.000000,0.000000,-1.372222,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
9.100000,0.100000,0.000000,0.000000,0.000000,-1.388889,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
9.200000,0.100000,0.000000,0.000000,0.000000,-1.404167,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
9.393000,0.101000,0.000000,0.000000,0.000000,-1.420833,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
9.400000,0.100000,0.000000,0.000000,0.000000,-1.434722,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
9.405000,0.099000,0.000000,0.000000,0.000000,-1.451389,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
9.600000,0.100000,0.000000,0.000000,0.000000,-1.465278,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
9.797000,0.101000,0.000000,0.000000,0.000000,-1.481944,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
9.702000,0.099000,0.000000,0.000000,0.000000,-1.497222,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
9.900000,0.100000,0.000000,0.000000,0.000000,-1.512500,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
10.100000,0.101000,0.000000,0.000000,0.000000,-1.529167,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
9.999000,0.099000,0.000000,0.000000,0.000000,-1.543056,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
10.200000,0.100000,0.000000,0.000000,0.000000,-1.561111,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
10.403000,0.101000,0.000000,0.000000,0.000000,-1.575000,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
10.296000,0.099000,0.000000,0.000000,0.000000,-1.591667,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
10.500000,0.100000,0.000000,0.000000,0.000000,-1.606944,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
10.706000,0.101000,0.000000,0.000000,0.000000,-1.622222,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
10.593000,0.099000,0.000000,0.000000,0.000000,-1.637500,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
10.908000,0.101000,0.000000,0.000000,0.000000,-1.652778,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
10.791000,0.099000,0.000000,0.000000,0.000000,-1.669444,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
11.000000,0.100000,0.000000,0.000000,0.000000,-1.683333,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
11.100000,0.100000,0.000000,0.000000,0.000000,-1.701389,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
11.200000,0.100000,0.000000,0.000000,0.000000,-1.715278,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
11.300000,0.100000,0.000000,0.000000,0.000000,-1.731944,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
11.400000,0.100000,0.000000,0.000000,0.000000,-1.747222,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
11.615000,0.101000,0.000000,0.000000,0.000000,-1.762500,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
11.484000,0.099000,0.000000,0.000000,0.000000,-1.779167,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
11.817000,0.101000,0.000000,0.000000,0.000000,-1.793056,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
11.682000,0.099000,0.000000,0.000000,0.000000,-1.809722,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
11.900000,0.100000,0.000000,0.000000,0.000000,-1.823611,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
12.120000,0.101000,0.000000,0.000000,0.000000,-1.841667,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
12.100000,0.100000,0.000000,0.000000,0.000000,-1.856944,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
12.200000,0.100000,0.000000,0.000000,0.000000,-1.872222,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
12.300000,0.100000,0.000000,0.000000,0.000000,-1.888889,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
12.276000,0.099000,0.000000,0.000000,0.000000,-1.902778,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
12.625000,0.101000,0.000000,0.000000,0.000000,-1.919444,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
12.600000,0.100000,0.000000,0.000000,0.000000,-1.933333,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
12.573000,0.099000,0.000000,0.000000,0.000000,-1.950000,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
12.800000,0.100000,0.000000,0.000000,0.000000,-1.965278,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
12.900000,0.100000,0.000000,0.000000,0.000000,-1.980556,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
13.000000,0.100000,0.000000,0.000000,0.000000,-1.998611,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
13.100000,0.100000,0.000000,0.000000,0.000000,-2.013889,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
13.200000,0.100000,0.000000,0.000000,0.000000,-2.030556,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
13.433000,0.101000,0.000000,0.000000,0.000000,-2.044444,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
13.400000,0.100000,0.000000,0.000000,0.000000,-2.061111,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
13.500000,0.100000,0.000000,0.000000,0.000000,-2.076389,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
13.464000,0.099000,0.000000,0.000000,0.000000,-2.091667,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
13.700000,0.100000,0.000000,0.000000,0.000000,-2.106944,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
13.800000,0.100000,0.000000,0.000000,0.000000,-2.123611,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
14.039000,0.101000,0.000000,0.000000,0.000000,-2.138889,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
13.860000,0.099000,0.000000,0.000000,0.000000,-2.154167,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
14.100000,0.100000,0.000000,0.000000,0.000000,-2.170833,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
14.342000,0.101000,0.000000,0.000000,0.000000,-2.184722,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
14.300000,0.100000,0.000000,0.000000,0.000000,-2.201389,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
14.400000,0.100000,0.000000,0.000000,0.000000,-2.216667,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
14.355000,0.099000,0.000000,0.000000,0.000000,-2.233333,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
14.600000,0.100000,0.000000,0.000000,0.000000,-2.248611,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
14.700000,0.100000,0.000000,0.000000,0.000000,-2.262500,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
14.948000,0.101000,0.000000,0.000000,0.000000,-2.279167,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
14.900000,0.100000,0.000000,0.000000,0.000000,-2.294444,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
15.000000,0.100000,0.000000,0.000000,0.000000,-2.311111,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
14.949000,0.099000,0.000000,0.000000,0.000000,-2.325000,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
15.200000,0.100000,0.000000,0.000000,0.000000,-2.341667,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
15.300000,0.100000,0.000000,0.000000,0.000000,-2.356944,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
15.554000,0.101000,0.000000,0.000000,0.000000,-2.372222,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
15.500000,0.100000,0.000000,0.000000,0.000000,-2.388889,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
15.600000,0.100000,0.000000,0.000000,0.000000,-2.402778,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
15.700000,0.100000,0.000000,0.000000,0.000000,-2.419444,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
15.642000,0.099000,0.000000,0.000000,0.000000,-2.434722,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
16.059000,0.101000,0.000000,0.000000,0.000000,-2.451389,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
15.840000,0.099000,0.000000,0.000000,0.000000,-2.466667,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
16.261000,0.101000,0.000000,0.000000,0.000000,-2.483333,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
16.038000,0.099000,0.000000,0.000000,0.000000,-2.498611,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
16.300000,0.100000,0.000000,0.000000,0.000000,-2.513889,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
16.564000,0.101000,0.000000,0.000000,0.000000,-2.530556,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
16.335000,0.099000,0.000000,0.000000,0.000000,-2.544444,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
16.766000,0.101000,0.000000,0.000000,0.000000,-2.561111,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
16.700000,0.100000,0.000000,0.000000,0.000000,-2.575000,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
16.800000,0.100000,0.000000,0.000000,0.000000,-2.591667,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
16.900000,0.100000,0.000000,0.000000,0.000000,-2.608333,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
16.830000,0.099000,0.000000,0.000000,0.000000,-2.623611,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
17.100000,0.100000,0.000000,0.000000,0.000000,-2.640278,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
17.200000,0.100000,0.000000,0.000000,0.000000,-2.654167,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
17.473000,0.101000,0.000000,0.000000,0.000000,-2.670833,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
17.400000,0.100000,0.000000,0.000000,0.000000,-2.686111,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
17.500000,0.100000,0.000000,0.000000,0.000000,-2.701389,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
17.424000,0.099000,0.000000,0.000000,0.000000,-2.716667,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
17.877000,0.101000,0.000000,0.000000,0.000000,-2.731944,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
17.800000,0.100000,0.000000,0.000000,0.000000,-2.748611,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
17.721000,0.099000,0.000000,0.000000,0.000000,-2.763889,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
18.180000,0.101000,0.000000,0.000000,0.000000,-2.780556,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
17.919000,0.099000,0.000000,0.000000,0.000000,-2.794444,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
18.200000,0.100000,0.000000,0.000000,0.000000,-2.812500,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
18.483000,0.101000,0.000000,0.000000,0.000000,-2.826389,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
18.400000,0.100000,0.000000,0.000000,0.000000,-2.843056,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
18.315000,0.099000,0.000000,0.000000,0.000000,-2.858333,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
18.786000,0.101000,0.000000,0.000000,0.000000,-2.873611,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
18.700000,0.100000,0.000000,0.000000,0.000000,-2.888889,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
18.612000,0.099000,0.000000,0.000000,0.000000,-2.904167,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
18.900000,0.100000,0.000000,0.000000,0.000000,-2.922222,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
19.000000,0.100000,0.000000,0.000000,0.000000,-2.936111,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
19.100000,0.100000,0.000000,0.000000,0.000000,-2.952778,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
19.200000,0.100000,0.000000,0.000000,0.000000,-2.968056,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
19.300000,0.100000,0.000000,0.000000,0.000000,-2.983333,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
19.400000,0.100000,0.000000,0.000000,0.000000,-3.000000,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
19.695000,0.101000,0.000000,0.000000,0.000000,-3.013889,1000.000000,0.000000,0.000000,1000.000000,1000.000000,0.000000,-100.000000
